sample ID;locality;country;Collection date;eventDate;Number and gender;individualCount;Family;Genus;species;scientific name;Z;decimalLatitude;decimalLongitude;Troglomorphy;habitat;joint coordinates;unique species count;air temperature ;deepest air temperature;média temperature;;;;;;;;;;;;;;;;;;;
6732;Veternica;Croatia;5.10.2019.;2019-10-05;2f, 1m;3;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;330;45.841058;15.873642;tf;deep cave;45.84105815.873642;6;;;;;;;;;;;;;;;;;;;;;;
6747;Horvatove stube;Croatia;13.4.2008.;2008-04-13;2f;2;Linyphiidae;Centromerus;silvicola;Centromerus silvicola;650;45.918544;15.964091;tx;Shallow subterranean habitat;45.91854415.964091;4;;;;;;;;;;;;;;;;;;;;;;
6749;Horvatove stube;Croatia;13.4.2008.;2008-04-13;1f;1;Linyphiidae;Centromerus;sellarius;Centromerus sellarius;650;45.918544;15.964091;tf;cave entrance;45.91854415.964091;4;;;;;;;;;;;;;;;;;;;;;;
6756;Horvatove stube;Croatia;13.4.2008.;2008-04-13;1f;1;Linyphiidae;Gen.;sp. X;Gen. sp. X;650;45.918544;15.964091;;;45.91854415.964091;4;;;;;;;;;;;;;;;;;;;;;;
6757;Horvatove stube;Croatia;13.4.2008.;2008-04-13;1f;1;Linyphiidae;Micrargus;sp.;Micrargus sp.;650;45.918544;15.964091;;;45.91854415.964091;4;;;;;;;;;;;;;;;;;;;;;;
6763;šuma kod Orehove?kog ogranka;Croatia;9.2001.;2001-09;2f;2;Amaurobidae;Gen.;sp.;Gen. sp.;;45.865507;16.024655;;;45.86550716.024655;1;;;;;;;;;;;;;;;;;;;;;;
6766;Jezero;Croatia;16.3.2002.;2002-03-16;1f, 1juv;2;Agelenidae;Tegenaria;bayeri;Tegenaria bayeri;903;42.580381;18.356073;Tf;deep cave;42.58038118.356073;8;;;7,566666667;;;;;;;;;;;;;;;;;;;
6767;Jezero;Croatia;16.3.2002.;2002-03-16;1f;1;Tetragnathidae;Metellina;merianae;Metellina merianae;903;42.580381;18.356073;Tf;deep cave;42.58038118.356073;8;;;7,566666667;;;;;;;;;;;;;;;;;;;
6769;Jama Ikinica;Croatia;13.8.2001.;2001-08-13;1m;1;Dysderidae;Dysdera;kollari;Dysdera kollari;;44.924393;13.947791;;;44.92439313.947791;3;;;;;;;;;;;;;;;;;;;;;;
6770;Strguljin grad 3;Croatia;26.7.2000.;2000-07-26;1f;1;Linyphiidae;Gen.;sp. X;Gen. sp. X;;45.452695;14.14139;;;45.45269514.14139;1;;;;;;;;;;;;;;;;;;;;;;
6771;Markova jama kod Tara;Croatia;31.10.1998.;1998-10-31;1m;1;Tetragnathidae;Metellina;merianae;Metellina merianae;95;45.319298;13.631373;Tf;deep cave;45.31929813.631373;7;;;;;;;;;;;;;;;;;;;;;;
6772;Pincinova jama;Croatia;8.4.2000.;2000-04-08;1f, 2juv, 1juv;4;Tetragnathidae;Metellina;merianae;Metellina merianae;;45.287384;13.63524;Tf;deep cave;45.28738413.63524;2;;;;;;;;;;;;;;;;;;;;;;
6777;Jama 1 na Rujnici;Croatia;19.10.2016.;2016-10-19;1f;1;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;328;43.068232;17.553768;Tf;deep cave;43.06823217.553768;3;;;;;;;;;;;;;;;;;;;;;;
6781;Šimunkovi?a špilja;Croatia;26.4.2019.;2019-04-26;1f, 2juv;3;Pholcidae;Stygopholcus;absoloni;Stygopholcus absoloni;50;42.978588;17.129081;;deep cave;42.97858817.129081;7;;;;;;;;;;;;;;;;;;;;;;
6785;Aragonka;Croatia;11.12.2019.;2019-12-11;2f, 2juv;4;Leptonetidae;Sulcia;sp.;Sulcia sp.;;42.713284;18.019397;;;42.71328418.019397;3;;;15,4;;;;;;;;;;;;;;;;;;;
6786;Aragonka;Croatia;11.12.2019.;2019-12-11;1juv;1;Agelenidae;Histopona;sp.;Histopona sp.;;42.713284;18.019397;;;42.71328418.019397;3;;;15,4;;;;;;;;;;;;;;;;;;;
6788;Aragonka;Croatia;11.12.2019.;2019-12-11;1juv;1;Dysderidae;Stalagtia;sp. 5;Stalagtia sp. 5;;42.713284;18.019397;Tb;deep cave;42.71328418.019397;3;;;15,4;;;;;;;;;;;;;;;;;;;
6789;Aragonka;Croatia;11.12.2019.;2019-12-11;1m;1;Agelenidae;Histopona;dubia;Histopona dubia;;42.713284;18.019397;tb;deep cave;42.71328418.019397;3;;;15,4;;;;;;;;;;;;;;;;;;;
6790;?urovi?a jama;Croatia;10.12.2019.;2019-12-10;1f;1;Dysderidae;Stalagtia;sp. 1;Stalagtia sp. 1;;42.559979;18.263559;Tb;deep cave;42.55997918.263559;4;;;;;;;;;;;;;;;;;;;;;;
6791;Debela ljut;Croatia;11.12.2019.;2019-12-11;3juv;3;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;;42.717699;18.022036;Tb;deep cave;42.71769918.022036;8;;15,6;13,78333333;;;;;;;;;;;;;;;;;;;
6792;Debela ljut;Croatia;11.12.2019.;2019-12-11;1f, 1juv;2;Agelenidae;Histopona;dubia;Histopona dubia;;42.717699;18.022036;tb;deep cave;42.71769918.022036;8;;15,6;13,78333333;;;;;;;;;;;;;;;;;;;
6793;Debela ljut;Croatia;11.12.2019.;2019-12-11;1f;1;Linyphiidae;Asthenargus;bracianus;Asthenargus bracianus;;42.717699;18.022036;tf;deep cave;42.71769918.022036;8;;15,6;13,78333333;;;;;;;;;;;;;;;;;;;
6794;Debela ljut;Croatia;11.12.2019.;2019-12-11;1juvm;1;Dysderidae;Stalagtia;sp. 5;Stalagtia sp. 5;;42.717699;18.022036;Tb;deep cave;42.71769918.022036;8;;15,6;13,78333333;;;;;;;;;;;;;;;;;;;
6795;Debela ljut;Croatia;11.12.2019.;2019-12-11;2f;2;Linyphiidae;Asthenargus;bracianus;Asthenargus bracianus;;42.717699;18.022036;tf;deep cave;42.71769918.022036;8;;15,6;13,78333333;;;;;;;;;;;;;;;;;;;
6796;Debela ljut;Croatia;11.12.2019.;2019-12-11;2juvm, 4juv;6;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;42.717699;18.022036;tf;deep cave;42.71769918.022036;8;;15,6;13,78333333;;;;;;;;;;;;;;;;;;;
6797;Banova ljut;Croatia;23.2.2019.;2019-02-23;3juv;3;Dysderidae;Stalagtia;sp. 5;Stalagtia sp. 5;;42.724023;18.023649;Tb;deep cave;42.72402318.023649;4;15,2;;;;;;;;;;;;;;;;;;;;;
6798;Banova ljut;Croatia;23.2.2019.;2019-02-23;2juv;2;Dysderidae;Stalagtia;sp. 5;Stalagtia sp. 5;;42.724023;18.023649;Tb;deep cave;42.72402318.023649;4;15,2;;;;;;;;;;;;;;;;;;;;;
6799;Banova ljut;Croatia;23.2.2019.;2019-02-23;2juv, 1juvm;3;Agelenidae;Histopona;sp.;Histopona sp.;;42.724023;18.023649;;;42.72402318.023649;4;15,2;;;;;;;;;;;;;;;;;;;;;
6802;Vilinska jama;Croatia;27.2.2019.;2019-02-27;3juv;3;Agelenidae;Histopona;sp.;Histopona sp.;121;42.728553;17.881121;;;42.72855317.881121;10;13,6;;;;;;;;;;;;;;;;;;;;;
6805;Vilinska jama;Croatia;27.2.2019.;2019-02-27;4juv;4;Agelenidae;Histopona;sp.;Histopona sp.;121;42.728553;17.881121;;;42.72855317.881121;10;13,6;;;;;;;;;;;;;;;;;;;;;
6807;Vilinska jama;Croatia;27.2.2019.;2019-02-27;1f, 1juv;2;Agelenidae;Histopona;dubia;Histopona dubia;121;42.728553;17.881121;tb;deep cave;42.72855317.881121;10;13,6;;;;;;;;;;;;;;;;;;;;;
6809;Vilinska jama;Croatia;27.2.2019.;2019-02-27;1juv;1;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;121;42.728553;17.881121;Tb;deep cave;42.72855317.881121;10;13,6;;;;;;;;;;;;;;;;;;;;;
6810;Vilinska jama;Croatia;27.2.2019.;2019-02-27;1juv;1;Agelenidae;Histopona;dubia;Histopona dubia;121;42.728553;17.881121;tb;deep cave;42.72855317.881121;10;13,6;;;;;;;;;;;;;;;;;;;;;
6812;Vilinska jama;Croatia;27.2.2019.;2019-02-27;1juv;1;Dysderidae;Harpactea;sp.;Harpactea sp.;121;42.728553;17.881121;;;42.72855317.881121;10;13,6;;;;;;;;;;;;;;;;;;;;;
6813;Vilinska jama;Croatia;27.2.2019.;2019-02-27;1m, 2f;3;Amaurobidae;Amaurobius;erberi;Amaurobius erberi;121;42.728553;17.881121;Tx;deep cave;42.72855317.881121;10;13,6;;;;;;;;;;;;;;;;;;;;;
6814;Vilinska jama;Croatia;27.2.2019.;2019-02-27;1m;1;Linyphiidae;Centromerus;raridentatus sp.n.;Centromerus raridentatus sp.n.;121;42.728553;17.881121;;;42.72855317.881121;10;13,6;;;;;;;;;;;;;;;;;;;;;
6815;Vilinska jama;Croatia;27.2.2019.;2019-02-27;1f;1;Amaurobidae;Amaurobius;erberi;Amaurobius erberi;121;42.728553;17.881121;Tx;deep cave;42.72855317.881121;10;13,6;;;;;;;;;;;;;;;;;;;;;
6816;Špilja za Groma?kom vlakom;Croatia;22.2.2019.;2019-02-22;1juv;1;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;605;42.743509;18.027359;tb;deep cave;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6817;Špilja za Groma?kom vlakom;Croatia;22.2.2019.;2019-02-22;3juv;3;Agelenidae;Histopona;sp.;Histopona sp.;605;42.743509;18.027359;;;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6819;Špilja za Groma?kom vlakom;Croatia;22.2.2019.;2019-02-22;1m;1;Pholcidae;Stygopholcus;skotophilus;Stygopholcus skotophilus;605;42.743509;18.027359;;deep cave;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6820;Špilja za Groma?kom vlakom;Croatia;22.2.2019.;2019-02-22;2f, 2juv;4;Agelenidae;Histopona;dubia;Histopona dubia;605;42.743509;18.027359;tb;deep cave;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6821;Špilja za Groma?kom vlakom;Croatia;22.2.2019.;2019-02-22;1f, 2juv;3;Dysderidae;Stalagtia;sp. 5;Stalagtia sp. 5;605;42.743509;18.027359;tb;deep cave;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6822;Špilja za Groma?kom vlakom;Croatia;22.2.2019.;2019-02-22;1f;1;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;605;42.743509;18.027359;tf;deep cave;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6823;Špilja za Groma?kom vlakom;Croatia;22.2.2019.;2019-02-22;2f, 1juv;3;Linyphiidae;Troglohyphantes;hadzii;Troglohyphantes hadzii;605;42.743509;18.027359;tf;deep cave;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6824;Špilja za Groma?kom vlakom;Croatia;11.12.2019.;2019-12-11;1m;1;Tetragnathidae;Metellina;merianae;Metellina merianae;605;42.743509;18.027359;Tf;deep cave;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6825;Špilja za Groma?kom vlakom;Croatia;11.12.2019.;2019-12-11;1m, 2f, 1juv;4;Linyphiidae;Troglohyphantes;hadzii;Troglohyphantes hadzii;605;42.743509;18.027359;tf;deep cave;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6827;Špilja za Groma?kom vlakom;Croatia;11.12.2019.;2019-12-11;1f;1;Linyphiidae;Troglohyphantes;hadzii;Troglohyphantes hadzii;605;42.743509;18.027359;tf;deep cave;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6828;Špilja za Groma?kom vlakom;Croatia;11.12.2019.;2019-12-11;2juv;2;Agelenidae;Histopona;sp.;Histopona sp.;605;42.743509;18.027359;;;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6829;Špilja za Groma?kom vlakom;Croatia;11.12.2019.;2019-12-11;1f, 1m;2;Agelenidae;Histopona;dubia;Histopona dubia;605;42.743509;18.027359;tb;deep cave;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6830;Špilja za Groma?kom vlakom;Croatia;11.12.2019.;2019-12-11;1f;1;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;605;42.743509;18.027359;tb;deep cave;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6831;Špilja za Groma?kom vlakom;Croatia;11.12.2019.;2019-12-11;1f, 1juvf;2;Linyphiidae;Troglohyphantes;hadzii;Troglohyphantes hadzii;605;42.743509;18.027359;tf;deep cave;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6832;Špilja za Groma?kom vlakom;Croatia;11.12.2019.;2019-12-11;4f;4;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;605;42.743509;18.027359;Tf;deep cave;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6833;Špilja za Groma?kom vlakom;Croatia;11.12.2019.;2019-12-11;1f;1;Pholcidae;Stygopholcus;skotophilus;Stygopholcus skotophilus;605;42.743509;18.027359;;deep cave;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6834;Špilja za Groma?kom vlakom;Croatia;11.12.2019.;2019-12-11;1f;1;Agelenidae;Tegenaria;annulata;Tegenaria annulata;605;42.743509;18.027359;tf;deep cave;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6835;Šipun;Croatia;10.12.2019.;2019-12-10;1f, 1m;2;Dysderidae;Stalagtia;sp. 1;Stalagtia sp. 1;;42.583646;18.217986;Tb;deep cave;42.58364618.217986;11;16;;;;;;;;;;;;;;;;;;;;;
6836;Šipun;Croatia;10.12.2019.;2019-12-10;1f;1;Pholcidae;Pholcus;phalangioides;Pholcus phalangioides;;42.583646;18.217986;;deep cave;42.58364618.217986;11;16;;;;;;;;;;;;;;;;;;;;;
6837;Kukova pe?;Croatia;24.2.2019.;2019-02-24;4juv;4;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;;42.726992;17.96566;tb;deep cave;42.72699217.96566;5;;17;16,62;;;;;;;;;;;;;;;;;;;
6838;Kukova pe?;Croatia;24.2.2019.;2019-02-24;1f, 1juvm, 3juv;5;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;42.726992;17.96566;tf;deep cave;42.72699217.96566;5;;17;16,62;;;;;;;;;;;;;;;;;;;
6840;Kukova pe?;Croatia;24.2.2019.;2019-02-24;3juv;3;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;;42.726992;17.96566;tb;deep cave;42.72699217.96566;5;;17;16,62;;;;;;;;;;;;;;;;;;;
6841;Kukova pe?;Croatia;24.2.2019.;2019-02-24;1f;1;Agelenidae;Histopona;dubia;Histopona dubia;;42.726992;17.96566;tb;deep cave;42.72699217.96566;5;;17;16,62;;;;;;;;;;;;;;;;;;;
6842;Kukova pe?;Croatia;24.2.2019.;2019-02-24;1juvm, 1juv;2;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;42.726992;17.96566;tf;deep cave;42.72699217.96566;5;;17;16,62;;;;;;;;;;;;;;;;;;;
6843;Kukova pe?;Croatia;24.2.2019.;2019-02-24;1f, 3juv;4;Dysderidae;Stalagtia;hercegovinensis;Stalagtia hercegovinensis;;42.726992;17.96566;tb;deep cave;42.72699217.96566;5;;17;16,62;;;;;;;;;;;;;;;;;;;
6844;Kukova pe?;Croatia;24.2.2019.;2019-02-24;1f, 2juv;3;Agelenidae;Histopona;dubia;Histopona dubia;;42.726992;17.96566;tb;deep cave;42.72699217.96566;5;;17;16,62;;;;;;;;;;;;;;;;;;;
6847;Aragonka;Croatia;11.12.2019.;2019-12-11;1juv;1;Agelenidae;Histopona;dubia;Histopona dubia;;42.713284;18.019397;tb;deep cave;42.71328418.019397;3;;;15,4;;;;;;;;;;;;;;;;;;;
6849;Špilja za Groma?kom vlakom;Croatia;22.2.2019.;2019-02-22;1f;1;Agelenidae;Tegenaria;annulata;Tegenaria annulata;605;42.743509;18.027359;tf;deep cave;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6850;Špilja za Groma?kom vlakom;Croatia;22.2.2019.;2019-02-22;1f;1;Tetragnathidae;Meta;bourneti;Meta bourneti;605;42.743509;18.027359;Tf;deep cave;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6852;Špilja za Groma?kom vlakom;Croatia;22.2.2019.;2019-02-22;2f;2;Agelenidae;Tegenaria;annulata;Tegenaria annulata;605;42.743509;18.027359;tf;deep cave;42.74350918.027359;15;;;13,63043478;;;;;;;;;;;;;;;;;;;
6853;Sumpora?a mala;Croatia;10.12.2019.;2019-12-10;3juv, 1 svlak;3;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;42.673168;18.089354;tf;deep cave;42.67316818.089354;5;;;;;;;;;;;;;;;;;;;;;;
6854;Sumpora?a mala;Croatia;10.12.2019.;2019-12-10;1f;1;Pholcidae;Pholcus;phalangioides;Pholcus phalangioides;;42.673168;18.089354;;deep cave;42.67316818.089354;5;;;;;;;;;;;;;;;;;;;;;;
6856;Sumpora?a velika;Croatia;10.12.2019.;2019-12-10;1?;;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;42.673168;18.089354;tf;deep cave;42.67316818.089354;5;;;;;;;;;;;;;;;;;;;;;;
6857;Sumpora?a velika;Croatia;10.12.2019.;2019-12-10;1f, 1m;2;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;42.673168;18.089354;tf;deep cave;42.67316818.089354;5;;;;;;;;;;;;;;;;;;;;;;
6858;Sumpora?a velika;Croatia;10.12.2019.;2019-12-10;1f;1;Pholcidae;Pholcus;phalangioides;Pholcus phalangioides;;42.673168;18.089354;;deep cave;42.67316818.089354;5;;;;;;;;;;;;;;;;;;;;;;
6859;Sumpora?a velika;Croatia;10.12.2019.;2019-12-10;1m;1;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;42.673168;18.089354;tf;deep cave;42.67316818.089354;5;;;;;;;;;;;;;;;;;;;;;;
6860;Sumpora?a velika;Croatia;10.12.2019.;2019-12-10;1m, 1juvm;2;Pholcidae;Holocnemus;pluchei;Holocnemus pluchei;;42.673168;18.089354;tf;deep cave;42.67316818.089354;5;;;;;;;;;;;;;;;;;;;;;;
6864;Signalka;Croatia;29.4.2018.;2018-04-29;1juv;1;Dysderidae;Harpactea;sp.;Harpactea sp.;1030;43.269115;17.238031;;;43.26911517.238031;6;;;;;;;;;;;;;;;;;;;;;;
6865;Amfora;Croatia;17.6.2017.;2017-06-17;1juv;1;Nesticidae;Kryptonesticus;deelemanae;Kryptonesticus deelemanae;;43.346701;17.046656;TB;deep cave;43.34670117.046656;2;;;;;;;;;;;;;;;;;;;;;;
6866;Amfora;Croatia;17.6.2017.;2017-06-17;5f, 1juv;6;Linyphiidae;Troglohyphantes;sp. 8;Troglohyphantes sp. 8;;43.346701;17.046656;Tf;deep cave;43.34670117.046656;2;;;;;;;;;;;;;;;;;;;;;;
6868;Drinova 2;Croatia;24.6.2017.;2017-06-24;1m, 1f, 4juv;6;Leptonetidae;Sulcia;sp. 3;Sulcia sp. 3;725;43.407702;16.942899;Tb;deep cave;43.40770216.942899;3;;;;;;;;;;;;;;;;;;;;;;
6869;Tu?epska vilenja?a;Croatia;24.6.2017.;2017-06-24;1m, 2f, 3juv;6;Linyphiidae;Typhlonyphia;sp. 1;Typhlonyphia sp. 1;1181;43.286465;17.083638;Tb;deep cave;43.28646517.083638;8;;;;;;;;;;;;;;;;;;;;;;
6871;Biokovka;Croatia;22.6.2017.;2017-06-22;1f, 1m?;2;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;;43.322203;17.050602;Tf;deep cave;43.32220317.050602;2;;;;;;;;;;;;;;;;;;;;;;
6873;A-1;Croatia;19.6.2017.;2017-06-19;2f, 1juvf, 1juvm;4;Linyphiidae;Troglohyphantes;sp. 8;Troglohyphantes sp. 8;;43.29997829;17.0924399;Tf;deep cave;43.2999782917.0924399;1;;;;;;;;;;;;;;;;;;;;;;
6876;Nova Velika jama;Croatia;22.6.2017.;2017-06-22;1juv;1;Nesticidae;Kryptonesticus;deelemanae;Kryptonesticus deelemanae;;43.328844;17.048193;TB;deep cave;43.32884417.048193;1;;;;;;;;;;;;;;;;;;;;;;
6880;Sistem Velika-Velika;Croatia;22.6.2017.;2017-06-22;1m;1;Linyphiidae;Gen.;sp. X;Gen. sp. X;;43.330129;17.048357;;;43.33012917.048357;3;;;;;;;;;;;;;;;;;;;;;;
6882;Jamski sustav A-1 - Vilimova jama A-2;Croatia;21.6.2017.;2017-06-21;1f;1;Nesticidae;Kryptonesticus;deelemanae;Kryptonesticus deelemanae;;43.29956582;17.0928061;tb;deep cave;43.2995658217.0928061;2;;;;;;;;;;;;;;;;;;;;;;
6885;Jamski sustav A-1 - Vilimova jama A-2;Croatia;21.6.2017.;2017-06-21;1f;1;Theridiidae;Episinus;cavernicola;Episinus cavernicola;;43.29956582;17.0928061;Tf;deep cave;43.2995658217.0928061;2;;;;;;;;;;;;;;;;;;;;;;
6892;Jama na Kosi;Croatia;2018.;1905-07-10;1f;1;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;43.872414;15.777491;tf;deep cave;43.87241415.777491;1;;;;;;;;;;;;;;;;;;;;;;
6895;Jezero na Gatuli;Croatia;4.7.2017.;2017-07-04;2f, 1juvm, 3juv;6;Leptonetidae;Barusia;sp. 1;Barusia sp. 1;;42.960756;16.003363;tb;deep cave;42.96075616.003363;1;;;;;;;;;;;;;;;;;;;;;;
6896;Ra?a špilja;Croatia;17.7.2018.;2018-07-17;1juv;1;Agelenidae;Tegenaria;sp.;Tegenaria sp.;;42.734493;16.910785;;;42.73449316.910785;4;;16,5;14,42;;;;;;;;;;;;;;;;;;;
6897;Ra?a špilja;Croatia;17.7.2018.;2018-07-17;1juv;1;Dysderidae;Folkia;sp. 2;Folkia sp. 2;;42.734493;16.910785;Tb;deep cave;42.73449316.910785;4;;16,5;14,42;;;;;;;;;;;;;;;;;;;
6898;Ra?a špilja;Croatia;17.7.2018.;2018-07-17;1juv;1;Leptonetidae;Barusia;sp. 1;Barusia sp. 1;;42.734493;16.910785;tb;deep cave;42.73449316.910785;4;;16,5;14,42;;;;;;;;;;;;;;;;;;;
6899;Rudnik Kmegla;Croatia;3.7.3017.;2017-07-03;1juv;1;Agelenidae;Tegenaria;sp.;Tegenaria sp.;;43.057856;16.146615;;;43.05785616.146615;2;;;;;;;;;;;;;;;;;;;;;;
6901;Rudnik Kmegla;Croatia;3.7.3017.;2017-07-03;1f;1;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;43.057856;16.146615;tf;deep cave;43.05785616.146615;2;;;;;;;;;;;;;;;;;;;;;;
6902;Pišurka;Croatia;26.4.2019.;2019-04-26;1juv;1;Dysderidae;Folkia;haasi;Folkia haasi;;42.959451;17.129228;Tb;deep cave;42.95945117.129228;5;;;;;;;;;;;;;;;;;;;;;;
6903;Pišurka;Croatia;26.4.2019.;2019-04-26;1jum, 2juv;3;Leptonetidae;Barusia;korculana;Barusia korculana;;42.959451;17.129228;tb;deep cave;42.95945117.129228;5;;;;;;;;;;;;;;;;;;;;;;
6904;Jan?eva jama;Croatia;2.11.2019.;2019-11-02;1f, 4m, 1juvm;6;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;;43.134518;17.518957;Tf;deep cave;43.13451817.518957;1;;;;;;;;;;;;;;;;;;;;;;
6905;Ri?evica;Croatia;5.11.2019.;2019-11-05;1f, 3juv;4;Agelenidae;Histopona;conveniens;Histopona conveniens;525;43.099891;17.390863;Tf;deep cave;43.09989117.390863;5;;;;;;;;;;;;;;;;;;;;;;
6906;Ri?evica;Croatia;5.11.2019.;2019-11-05;1f, 1juv;2;Linyphiidae;Typhlonyphia;sp. 1;Typhlonyphia sp. 1;525;43.099891;17.390863;Tb;deep cave;43.09989117.390863;5;;;;;;;;;;;;;;;;;;;;;;
6908;Ri?evica;Croatia;5.11.2019.;2019-11-05;1m, 1f;2;Leptonetidae;Barusia;maheni;Barusia maheni;525;43.099891;17.390863;tf;deep cave;43.09989117.390863;5;;;;;;;;;;;;;;;;;;;;;;
6910;Ri?evica;Croatia;5.11.2019.;2019-11-05;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;525;43.099891;17.390863;TB;deep cave;43.09989117.390863;5;;;;;;;;;;;;;;;;;;;;;;
6911;Golubinka pored Sinkovi?a staja;Croatia;5.11.2019.;2019-11-05;1juv;1;Agelenidae;Histopona;sp.;Histopona sp.;500;43.105908;17.388199;;;43.10590817.388199;2;;;;;;;;;;;;;;;;;;;;;;
6913;Golubinka pored Sinkovi?a staja;Croatia;5.11.2019.;2019-11-05;1f;1;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;500;43.105908;17.388199;Tf;deep cave;43.10590817.388199;2;;;;;;;;;;;;;;;;;;;;;;
6915;Jama u selu Kremena;Croatia;3.11.2019.;2019-11-03;1f, 1juvm;2;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;25;42.97199;17.50171;tf;deep cave;42.9719917.50171;3;;;;;;;;;;;;;;;;;;;;;;
6916;Špilja Mlja?i?i;Croatia;1.11.2019.;2019-11-01;1f;1;Agelenidae;Tegenaria;sp. X;Tegenaria sp. X;;43.11101;17.353413;;;43.1110117.353413;3;;;;;;;;;;;;;;;;;;;;;;
6917;Velika jama poviše Tornja;Croatia;6.11.2019.;2019-11-06;1f;1;Agelenidae;Tegenaria;sp. X;Tegenaria sp. X;;42.971097;17.658659;;;42.97109717.658659;4;;;;;;;;;;;;;;;;;;;;;;
6919;Pod Vrbine;Croatia;1.5.2019.;2019-05-01;1juv;1;Dysderidae;Harpactea;sp.;Harpactea sp.;;43.07692;17.43331;;;43.0769217.43331;7;;;;;;;;;;;;;;;;;;;;;;
6921;Pod Vrbine;Croatia;1.5.2019.;2019-05-01;2f?;2;Leptonetidae;Barusia;maheni;Barusia maheni;;43.07692;17.43331;tf;shallow subterranean habitat;43.0769217.43331;7;;;;;;;;;;;;;;;;;;;;;;
6922;Pod Vrbine;Croatia;1.5.2019.;2019-05-01;3juv;3;Dysderidae;Harpactea;sp.;Harpactea sp.;;43.07692;17.43331;;;43.0769217.43331;7;;;;;;;;;;;;;;;;;;;;;;
6924;Pod Vrbine;Croatia;1.5.2019.;2019-05-01;1juv;1;Pholcidae;Spermophora;senoculata;Spermophora senoculata;;43.07692;17.43331;Tf;shallow subterranean habitat;43.0769217.43331;7;;;;;;;;;;;;;;;;;;;;;;
6926;Pod Vrbine;Croatia;1.5.2019.;2019-05-01;2m, 1f, 1juv;4;Leptonetidae;Barusia;maheni;Barusia maheni;;43.07692;17.43331;tf;shallow subterranean habitat;43.0769217.43331;7;;;;;;;;;;;;;;;;;;;;;;
6927;Pod Vrbine;Croatia;1.5.2019.;2019-05-01;1juv;1;Pholcidae;Spermophora;senoculata;Spermophora senoculata;;43.07692;17.43331;Tf;shallow subterranean habitat;43.0769217.43331;7;;;;;;;;;;;;;;;;;;;;;;
6930;Pod Vrbine;Croatia;1.5.2019.;2019-05-01;1juv;1;Agelenidae;Tegenaria;sp.;Tegenaria sp.;;43.07692;17.43331;;;43.0769217.43331;7;;;;;;;;;;;;;;;;;;;;;;
