sample ID,locality,country,Collection date,eventDate,Number and gender,individualCount,Family,Genus,species,scientific name,Z,decimalLatitude,decimalLongitude,Troglomorphy,habitat,joint coordinates
3916,Jujnovića špilja,Croatia,29.4.2014.,2014-04-29,1f,1,Dysderidae,Harpactea,damini,Harpactea damini,405,43.266579,17.19798,TF,deep cave,#N/A
3917,Spila 2,Croatia,29.4.2014.,2014-04-29,2 juv,2,Dysderidae,Harpactea,damini,Harpactea damini,338,43.26239,17.204021,TF,deep cave,#N/A
3918,Spila 1,Croatia,1.5.2014.,2014-05-01,1 juv,1,Dysderidae,Harpactea,damini,Harpactea damini,340,43.262438,17.203945,TF,deep cave,#N/A
3919,Jujnovića špilja,Croatia,29.4.2014.,2014-04-29,"1m, 3 juv",4,Dysderidae,Harpactea,damini,Harpactea damini,405,43.266579,17.19798,TF,deep cave,#N/A
3920,Karabitkin let,Croatia,4.6.2015.,2015-06-04,1f,1,Linyphiidae,Troglohyphantes,sp. 3,Troglohyphantes sp. 3,,44.742824,15.060869,tb,deep cave,#N/A
3921,Jubilarna jama,Croatia,5.8.2015.,2015-08-05,"1f, 1m",2,Linyphiidae,Troglohyphantes,sp. 4,Troglohyphantes sp. 4,,44.658654,15.129563,tb,deep cave,#N/A
3922,Špilja na Danića kosi,Croatia,2.8.2015.,2015-08-02,"1juvf, 1juvm",2,Linyphiidae,Troglohyphantes,sp.,Troglohyphantes sp.,,44.661778,15.128574,,deep cave,#N/A
3923,Špilja na Danića kosi,Croatia,2.8.2015.,2015-08-02,1f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,800,44.661778,15.128574,Tb,deep cave,#N/A
3924,Fau 1 - V1,Croatia,x.8.1998.,1998-08,1m,1,Agelenidae,Histopona,luxurians,Histopona luxurians,,44.741925,15.000015,tf,deep cave,#N/A
3925,Antića špilja,Croatia,23.7.2015.,2015-07-23,"1f, 1 juv",2,Dysderidae,Parastalita,stygia,Parastalita stygia,,44.956848,15.3167,Tb,deep cave,#N/A
3927,Skusača jama,Croatia,3.8.2015.,2015-08-03,"2f, 1 juvf, 2 juvm, 1 juv",6,Linyphiidae,Troglohyphantes,sp. 4,Troglohyphantes sp. 4,,44.65566,15.13489,tb,deep cave,#N/A
3930,Pećina na Čakovcu,Croatia,2.8.2015.,2015-08-02,1 juv,1,Dysderidae,Stalita,pretneri,Stalita pretneri,,44.697677,15.280168,Tb,deep cave,#N/A
3931,Atila,Croatia,27.7.2014.,2014-07-27,1f,1,Dysderidae,Stalita,pretneri,Stalita pretneri,,44.677748,15.110767,Tb,deep cave,#N/A
3932,Samogorska špilja,Croatia,23.1.2016.,2016-01-23,"1m, 7f, 3 juvm, 3 juv",14,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,717,43.318227,17.121122,tb,deep cave,#N/A
3933,Samogorska špilja,Croatia,23.1.2016.,2016-01-23,9f,9,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,717,43.318227,17.121122,tb,deep cave,#N/A
3934,Samogorska špilja,Croatia,23.1.2016.,2016-01-23,"9f, 3m, 2juv",14,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,717,43.318227,17.121122,tb,deep cave,#N/A
3935,Samogorska špilja,Croatia,23.1.2016.,2016-01-23,1m,1,Pholcidae,Stygopholcus,absoloni,Stygopholcus absoloni,717,43.318227,17.121122,,deep cave,#N/A
3936,Samogorska špilja,Croatia,23.1.2016.,2016-01-23,"3 juv, 1juvm",4,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,717,43.318227,17.121122,tb,deep cave,#N/A
3937,Samogorska špilja,Croatia,23.1.2016.,2016-01-23,"1m, 3f, 1juv",5,Leptonetidae,Sulcia,sp. 4,Sulcia sp. 4,717,43.318227,17.121122,Tb,deep cave,#N/A
3938,Stonjska peć gornja,Croatia,22.1.2016.,2016-01-22,"2f, 1juv",3,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,,43.315167,17.1304,tb,deep cave,#N/A
3939,Stonjska peć gornja,Croatia,22.1.2016.,2016-01-22,1f,1,Leptonetidae,Sulcia,sp.,Sulcia sp.,,43.315167,17.1304,,,#N/A
3940,Stonjska peć gornja,Croatia,22.1.2016.,2016-01-22,1f,1,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,,43.315167,17.1304,Tf,deep cave,#N/A
3941,Stonjska peć gornja,Croatia,22.1.2016.,2016-01-22,"2f, 1m",3,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,,43.315167,17.1304,tb,deep cave,#N/A
3944,Stonjska peć donja,Croatia,22.1.2016.,2016-01-22,3juv,3,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,608,43.315167,17.130659,tb,deep cave,#N/A
3945,Stonjska peć donja,Croatia,22.1.2016.,2016-01-22,1f,1,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,608,43.315167,17.130659,tb,deep cave,#N/A
3947,Stonjska peć donja,Croatia,22.1.2016.,2016-01-22,5f,5,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,608,43.315167,17.130659,tb,deep cave,#N/A
3949,Kukor,Croatia,21.1.2016.,2016-01-21,2f,2,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,425,43.355609,16.991707,tb,deep cave,#N/A
3950,Kukor,Croatia,21.1.2016.,2016-01-21,"1f, 4juv",5,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,425,43.355609,16.991707,tb,deep cave,#N/A
3951,Kukor,Croatia,21.1.2016.,2016-01-21,1f,1,Scytodidae,Scytodes,thoracica,Scytodes thoracica,425,43.355609,16.991707,Tx,,#N/A
3952,Kukor,Croatia,21.1.2016.,2016-01-21,2m,2,Pholcidae,Stygopholcus,absoloni,Stygopholcus absoloni,425,43.355609,16.991707,,deep cave,#N/A
3953,Matijaševa peć,Croatia,23.1.2016.,2016-01-23,"1f, 1juv",2,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,584,43.320551,17.122321,tb,deep cave,#N/A
3954,Matijaševa peć,Croatia,23.1.2016.,2016-01-23,1m,1,Pholcidae,Stygopholcus,absoloni,Stygopholcus absoloni,584,43.320551,17.122321,,deep cave,#N/A
3955,Matijaševa peć,Croatia,23.1.2016.,2016-01-23,3juv,3,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,584,43.320551,17.122321,tb,deep cave,#N/A
3957,Matijaševa peć,Croatia,23.1.2016.,2016-01-23,2juv,2,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,584,43.320551,17.122321,tb,deep cave,#N/A
3958,Matijaševa peć,Croatia,23.1.2016.,2016-01-23,1f,1,Leptonetidae,Barusia,maheni,Barusia maheni,584,43.320551,17.122321,tf,deep cave,#N/A
3960,Matijaševa peć,Croatia,23.1.2016.,2016-01-23,1f,1,Pholcidae,Stygopholcus,absoloni,Stygopholcus absoloni,584,43.320551,17.122321,,deep cave,#N/A
3961,Samogorska špilja,Croatia,23.1.2016.,2016-01-23,"1m, 1juv",2,Leptonetidae,Sulcia,sp. 4,Sulcia sp. 4,717,43.318227,17.121122,Tb,deep cave,#N/A
3962,Samogorska špilja,Croatia,23.1.2016.,2016-01-23,1m,1,Pholcidae,Stygopholcus,absoloni,Stygopholcus absoloni,717,43.318227,17.121122,,deep cave,#N/A
3964,Kukor,Croatia,21.1.2016.,2016-01-21,"5f, 1m, 2juv",8,Leptonetidae,Sulcia,sp. 3,Sulcia sp. 3,425,43.355609,16.991707,Tb,deep cave,#N/A
3965,Kukor,Croatia,21.1.2016.,2016-01-21,"6m, 13f/juv",19,Leptonetidae,Sulcia,sp. 3,Sulcia sp. 3,425,43.355609,16.991707,Tb,deep cave,#N/A
3967,Kukor,Croatia,21.1.2016.,2016-01-21,"4m, 9f/juv",13,Leptonetidae,Sulcia,sp. 3,Sulcia sp. 3,425,43.355609,16.991707,Tb,deep cave,#N/A
3968,Kukor,Croatia,21.1.2016.,2016-01-21,1m,1,Pholcidae,Stygopholcus,absoloni,Stygopholcus absoloni,425,43.355609,16.991707,,deep cave,#N/A
3969,Kukor,Croatia,21.1.2016.,2016-01-21,1m,1,Agelenidae,Histopona,conveniens,Histopona conveniens,425,43.355609,16.991707,Tf,deep cave,#N/A
3971,Kukor,Croatia,21.1.2016.,2016-01-21,"3f, 1juv",4,Pholcidae,Stygopholcus,absoloni,Stygopholcus absoloni,425,43.355609,16.991707,,deep cave,#N/A
3973,Stonjska peć donja,Croatia,22.1.2016.,2016-01-22,"1juvm, 1juv",2,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,608,43.315167,17.130659,tb,deep cave,#N/A
3975,Stonjska peć donja,Croatia,22.1.2016.,2016-01-22,"1m, 1f",2,Pholcidae,Stygopholcus,absoloni,Stygopholcus absoloni,608,43.315167,17.130659,,deep cave,#N/A
3976,Stonjska peć gornja,Croatia,22.1.2016.,2016-01-22,"3m, 6f",9,Leptonetidae,Sulcia,sp. 4,Sulcia sp. 4,,43.315167,17.1304,Tb,deep cave,#N/A
3977,Stonjska peć gornja,Croatia,22.1.2016.,2016-01-22,1juvm,1,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,,43.315167,17.1304,tb,deep cave,#N/A
3979,Gradska spila,Croatia,23.1.2016.,2016-01-23,"1m, 2f, 3juv",6,Leptonetidae,Sulcia,sp. 4,Sulcia sp. 4,755,43.318029,17.117623,Tb,deep cave,#N/A
3980,Gradska spila,Croatia,23.1.2016.,2016-01-23,1m,1,Pholcidae,Stygopholcus,absoloni,Stygopholcus absoloni,755,43.318029,17.117623,,deep cave,#N/A
3981,Gradska spila,Croatia,23.1.2016.,2016-01-23,"1m, 3f, 1juv",5,Leptonetidae,Sulcia,sp. 4,Sulcia sp. 4,755,43.318029,17.117623,Tb,deep cave,#N/A
3982,Gradska spila,Croatia,23.1.2016.,2016-01-23,"3m, 2f",5,Leptonetidae,Sulcia,sp. 4,Sulcia sp. 4,755,43.318029,17.117623,Tb,deep cave,#N/A
3983,Mala špilja kod Antunovića,Croatia,22.1.2016.,2016-01-22,1f,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,708,43.27698,17.226992,Tb,deep cave,#N/A
3984,Mala špilja kod Antunovića,Croatia,22.1.2016.,2016-01-22,1f,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,708,43.27698,17.226992,Tb,deep cave,#N/A
3985,Đutno,Croatia,20.3.2016.,2016-03-20,3 juv,3,Dysderidae,Stalita,pretneri,Stalita pretneri,210,45.415607,15.233039,Tb,deep cave,#N/A
3986,Šolkina jama,Croatia,27.2.2016.,2016-02-27,"4m, 2f",6,Leptonetidae,Sulcia,sp.,Sulcia sp.,230,42.966544,17.662484,,,#N/A
3987,Šolkina jama,Croatia,27.2.2016.,2016-02-27,1juv,1,Agelenidae,Tegenaria,sp.,Tegenaria sp.,230,42.966544,17.662484,,,#N/A
3989,Šolkina jama,Croatia,27.2.2016.,2016-02-27,1f,1,Pholcidae,Stygopholcus,absoloni,Stygopholcus absoloni,230,42.966544,17.662484,,deep cave,#N/A
3991,Batista jama,Croatia,13.-15.7.2016.,2016-07-13/2016-07-15,2m,2,Linyphiidae,Palliduphantes,spelaeorum,Palliduphantes spelaeorum,,43.33236,16.43605,Tf,deep cave,#N/A
3992,Batista jama,Croatia,13.-15.7.2016.,2016-07-13/2016-07-15,"2f, 1juvm, 1 juv",4,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,43.33236,16.43605,tf,deep cave,#N/A
3994,Batista jama,Croatia,13.-15.7.2016.,2016-07-13/2016-07-15,"1f, 1m, 1 juv f",3,Linyphiidae,Palliduphantes,spelaeorum,Palliduphantes spelaeorum,,43.33236,16.43605,Tf,deep cave,#N/A
3995,Tučepska vilenjača,Croatia,21.8.2016.,2016-08-21,1f,1,Dysderidae,Mesostalita,comottii,Mesostalita comottii,1181,43.286465,17.083638,Tb,deep cave,#N/A
3996,Špilja u Grliću,Croatia,19.8.2016.,2016-08-19,2m,2,Pholcidae,Stygopholcus,absoloni,Stygopholcus absoloni,,43.158023,16.813636,,deep cave,#N/A
3997,Vojni tunel na Kamenicama,Croatia,17.8.2016.,2016-08-17,1f,1,Pholcidae,Pholcus,phalangioides,Pholcus phalangioides,,42.72749,16.840169,,deep cave,#N/A
3999,Špilja na Pozalicu,Croatia,16.8.2016.,2016-08-16,"1m, 1f, 1juvm, 1juv",4,Leptonetidae,Barusia,sp. 1,Barusia sp. 1,,42.76131,16.9129,tb,deep cave,#N/A
4000,Vojni tunel na Kamenicama,Croatia,17.8.2016.,2016-08-17,"4f, 2 juvm, 3 juv",9,Leptonetidae,Barusia,sp. 1,Barusia sp. 1,,42.72749,16.840169,tb,deep cave,#N/A
4001,Špilja na Pozalicu,Croatia,16.8.2016.,2016-08-16,"1m, 1f",2,Leptonetidae,Barusia,sp. 1,Barusia sp. 1,,42.76131,16.9129,tb,deep cave,#N/A
4002,Vojni tunel na Kamenicama,Croatia,17.8.2016.,2016-08-17,"1f, 1 juv m",2,Leptonetidae,Barusia,sp. 1,Barusia sp. 1,,42.72749,16.840169,tb,deep cave,#N/A
4003,Rača špilja,Croatia,16.8.2016.,2016-08-16,1 juv,1,Dysderidae,Folkia,sp. 2,Folkia sp. 2,,42.734493,16.910785,Tb,deep cave,#N/A
4004,Rača špilja,Croatia,16.8.2016.,2016-08-16,2m,2,Leptonetidae,Barusia,sp. 1,Barusia sp. 1,,42.734493,16.910785,tb,deep cave,#N/A
4005,Rača špilja,Croatia,16.8.2016.,2016-08-16,11f/juv,11,Leptonetidae,Barusia,sp. 1,Barusia sp. 1,,42.734493,16.910785,tb,deep cave,#N/A
4007,Rača špilja,Croatia,16.8.2016.,2016-08-16,"1m, 3f, 1 juvm",5,Leptonetidae,Barusia,sp. 1,Barusia sp. 1,,42.734493,16.910785,tb,deep cave,#N/A
4008,Rača špilja,Croatia,16.8.2016.,2016-08-16,1m,1,Leptonetidae,Barusia,sp. 1,Barusia sp. 1,,42.734493,16.910785,tb,deep cave,#N/A
4009,Špilja u Grliću,Croatia,19.8.2016.,2016-08-19,"2f, 4juv m, 2 juv",8,Leptonetidae,Barusia,maheni,Barusia maheni,,43.158023,16.813636,tf,deep cave,#N/A
4010,Špilja u Grliću,Croatia,19.8.2016.,2016-08-19,"1f, 2 juvm, 1 juv",4,Leptonetidae,Barusia,maheni,Barusia maheni,,43.158023,16.813636,tf,deep cave,#N/A
4011,Špilja u Grliću,Croatia,19.8.2016.,2016-08-19,"1juv m, 2juv/f, 3 juv",6,Leptonetidae,Barusia,maheni,Barusia maheni,,43.158023,16.813636,tf,deep cave,#N/A
4012,Špilja u Grliću,Croatia,19.8.2016.,2016-08-19,"1f, 1juvm, 1juvf/juv, 1 juv",4,Leptonetidae,Barusia,maheni,Barusia maheni,,43.158023,16.813636,tf,deep cave,#N/A
4013,Grapčeva špilja,Croatia,20.8.2016.,2016-08-20,4juv,4,Agelenidae,Hadites,tegenarioides,Hadites tegenarioides,200,43.134189,16.753732,TB,deep cave,#N/A
4014,Grapčeva špilja,Croatia,20.8.2016.,2016-08-20,"1f, 7juv",8,Agelenidae,Hadites,tegenarioides,Hadites tegenarioides,200,43.134189,16.753732,TB,deep cave,#N/A
4015,Grapčeva špilja,Croatia,20.8.2016.,2016-08-20,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,200,43.134189,16.753732,tf,deep cave,#N/A
4017,Grapčeva špilja,Croatia,20.8.2016.,2016-08-20,"1m, 1 juv m",2,Leptonetidae,Barusia,insulana,Barusia insulana,200,43.134189,16.753732,tb,deep cave,#N/A
4018,Špilja pod Kapelu,Croatia,18.8.2016.,2016-08-18,1 juv,1,Agelenidae,Hadites,tegenarioides,Hadites tegenarioides,,43.184949,16.434233,TB,deep cave,#N/A
4024,Fosilka,Croatia,5.8.2016.,2016-08-05,"2f, 1m, 1 juv m",4,Linyphiidae,Troglohyphantes,sp. 4,Troglohyphantes sp. 4,,44.623188,15.130654,tb,deep cave,#N/A
4025,Fosilka,Croatia,3.8.2016.,2016-08-03,4f,4,Linyphiidae,Troglohyphantes,sp. 4,Troglohyphantes sp. 4,,44.623188,15.130654,tb,deep cave,#N/A
4026,Markov ponor,Croatia,3.8.2016.,2016-08-03,1juv,1,Linyphiidae,Troglohyphantes,sp. 3,Troglohyphantes sp. 3,,44.765318,15.176875,tb,deep cave,#N/A
4029,Ponor Štirovača,Croatia,5.8.2016.,2016-08-05,"2f, 3juv",5,Linyphiidae,Troglohyphantes,sp. 3,Troglohyphantes sp. 3,1060,44.693088,15.051176,tb,deep cave,#N/A
4030,Rača špilja,Croatia,16.8.2016.,2016-08-16,1m,1,Tetragnathidae,Meta,bourneti,Meta bourneti,,42.734493,16.910785,Tf,deep cave,#N/A
4031,Špilja na Pozalicu,Croatia,16.8.2016.,2016-08-16,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,42.76131,16.9129,tf,deep cave,#N/A
4032,Špilja pod Kapelu,Croatia,18.8.2016.,2016-08-18,1juv,1,Agelenidae,Tegenaria,sp.,Tegenaria sp.,,43.184949,16.434233,,,#N/A
4033,Špilja pod Kapelu,Croatia,18.8.2016.,2016-08-18,2f,2,Linyphiidae,Palliduphantes,sp. X,Palliduphantes sp. X,,43.184949,16.434233,,,#N/A
4034,Spilja pod Kuk,Croatia,19.8.2016.,2016-08-19,1m,1,Sicariidae,Loxosceles,rufescens,Loxosceles rufescens,,43.156687,16.814810,Tf,deep cave,#N/A
4035,Spilja pod Kuk,Croatia,19.8.2016.,2016-08-19,"1m, 1f, 1juv",3,Sicariidae,Loxosceles,rufescens,Loxosceles rufescens,,43.156687,16.814810,Tf,deep cave,#N/A
4037,Grapčeva špilja,Croatia,20.8.2016.,2016-08-20,1juv/f,1,Dysderidae,Dysdera,sp.,Dysdera sp.,200,43.134189,16.753732,Tx,,#N/A
4038,Tučepska vilenjača,Croatia,21.8.2016.,2016-08-21,1f,1,Linyphiidae,Typhlonyphia,sp. 1,Typhlonyphia sp. 1,1181,43.286465,17.083638,Tb,deep cave,#N/A
4039,Balića špilja,Croatia,22.8.2016.,2016-08-22,1m,1,Linyphiidae,Troglohyphantes,giromettai,Troglohyphantes giromettai,405,43.57296,16.57002,tf,deep cave,#N/A
4040,Ponor Dražice,Croatia,24.8.2016.,2016-08-24,"4f, 1juvf",5,Linyphiidae,Troglohyphantes,sp. 3,Troglohyphantes sp. 3,,44.768838,15.171299,tb,deep cave,#N/A
4041,Crkvišće,Croatia,9.9.2016.,2016-09-09,1m,1,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,,45.398087,15.437771,tf,shallow subterranean habitat,#N/A
4042,Grapčeva špilja,Croatia,20.8.2016.,2016-08-20,1juvm,1,Agelenidae,Hadites,tegenarioides,Hadites tegenarioides,200,43.134189,16.753732,TB,deep cave,#N/A
4043,Mandelaja,Croatia,17.4.2016.,2016-04-17,1f,1,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,,45.233397,15.30015,tf,deep cave,#N/A
4044,Ponor Dražice,Croatia,24.8.2016.,2016-08-24,"1m, 1f",2,Linyphiidae,Troglohyphantes,sp. 3,Troglohyphantes sp. 3,,44.768838,15.171299,tb,deep cave,#N/A
4046,Ponor Dražice,Croatia,25.8.2016.,2016-08-25,"1f, 4 juv",5,Linyphiidae,Troglohyphantes,sp. 3,Troglohyphantes sp. 3,,44.768838,15.171299,tb,deep cave,#N/A
4048,Ponor Dražice,Croatia,26.8.2016.,2016-08-26,1m,1,Linyphiidae,Troglohyphantes,sp. 3,Troglohyphantes sp. 3,,44.768838,15.171299,tb,deep cave,#N/A
4049,Kuštrovka,Croatia,24.9.2016.,2016-09-24,"1f, 2 juv",3,Dysderidae,Stalita,pretneri,Stalita pretneri,450,45.346234,15.219338,Tb,deep cave,#N/A
4050,Šipun,Croatia,4.5.2012.,2012-05-04,1f/juv,1,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.583646,18.217986,Tb,deep cave,#N/A
4051,Šipun,Croatia,4.5.2012.,2012-05-04,1f,1,Tetragnathidae,Meta,bourneti,Meta bourneti,,42.583646,18.217986,Tf,deep cave,#N/A
4052,Špilja u izvoru Krke,Croatia,10.9.2015.,2015-09-10,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.0422953,16.2352157514,tf,deep cave,#N/A
4053,Sedrena špilja iza mlina,Croatia,7.3.2015.,2015-03-07,3juv,3,Tetragnathidae,Meta,sp.,Meta sp.,198,44.013402,16.067798,,,#N/A
4055,Mandelaja,Croatia,28.1.1995.,1995-01-28,"1f,1 juv",2,Tetragnathidae,Meta,menardi,Meta menardi,,45.233397,15.30015,Tf,deep cave,#N/A
4056,Gornja Baraćeva,Croatia,29.7.2002.,2002-07-29,"1f, 1juvm, 1 juv",3,Tetragnathidae,Meta,menardi,Meta menardi,,44.983895,15.721656,Tf,deep cave,#N/A
4057,Mrgića ponor,Croatia,9.1.1999.,1999-01-09,"2m, 1f",3,Tetragnathidae,Meta,menardi,Meta menardi,,45.268189,15.469236,Tf,deep cave,#N/A
4058,Mrgića ponor,Croatia,9.1.1999.,1999-01-09,1m,1,Tetragnathidae,Metellina,merianae,Metellina merianae,,45.268189,15.469236,Tf,deep cave,#N/A
4059,Mrgića ponor,Croatia,9.1.1999.,1999-01-09,1m,1,Agelenidae,Tegenaria,silvestris,Tegenaria silvestris,,45.268189,15.469236,Tf,deep cave,#N/A
4060,Gornja Baraćeva,Croatia,17.5.2003.,2003-05-17,1f,1,Tetragnathidae,Meta,menardi,Meta menardi,,44.983895,15.721656,Tf,deep cave,#N/A
4061,Mrgića ponor,Croatia,13.9.1998.,1998-09-13,1f,1,Tetragnathidae,Meta,menardi,Meta menardi,,45.268189,15.469236,Tf,deep cave,#N/A
4063,Crnačka špilja,Croatia,14.11.1995.,1995-11-14,1m,1,Tetragnathidae,Meta,menardi,Meta menardi,,45.058563,15.192941,Tf,deep cave,#N/A
4067,Gvozdenica,Croatia,9.12.1997.,1997-12-09,1m,1,Tetragnathidae,Meta,menardi,Meta menardi,,45.299765,15.589405,Tf,deep cave,#N/A
4070,Špilja pod Mačkovom dragom,Croatia,11.7.2010.,2010-07-11,1m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,,45.261001,15.023822,Tb,deep cave,#N/A
4073,Makeljina špilja,Croatia,19.2.2016.,2016-02-19,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,43.995296,16.07216,tf,deep cave,#N/A
4074,Špilja u izvoru Krke,Croatia,30.4.2015.,2015-04-30,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.0422953,16.2352157514,tf,deep cave,#N/A
4075,Stara jametina,Croatia,2.5.2015.,2015-05-02,1f,1,Linyphiidae,Micrargus,herbigradus,Micrargus herbigradus,,43.794009,16.00259,Tf,deep cave,#N/A
4076,Stara jametina,Croatia,2.5.2015.,2015-05-02,2f,2,Theridiidae,Episinus,cavernicola,Episinus cavernicola,,43.794009,16.00259,Tf,deep cave,#N/A
4077,Stara jametina,Croatia,2.5.2015.,2015-05-02,"1f, 1 juvm",2,Linyphiidae,Micrargus,herbigradus,Micrargus herbigradus,,43.794009,16.00259,Tf,deep cave,#N/A
4078,Stara jametina,Croatia,2.5.2015.,2015-05-02,1 juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
4080,Stara jametina,Croatia,2.5.2015.,2015-05-02,"1f, 2 juv",3,Linyphiidae,Micrargus,herbigradus,Micrargus herbigradus,,43.794009,16.00259,Tf,deep cave,#N/A
4082,Sedrena špilja iza mlina,Croatia,9.10.2016.,2016-10-09,"1m, 1f",2,Tetragnathidae,Metellina,merianae,Metellina merianae,198,44.013402,16.067798,Tf,deep cave,#N/A
4083,Sedrena špilja iza mlina,Croatia,9.10.2016.,2016-10-09,"1juv, 1f",2,Tetragnathidae,Meta,bourneti,Meta bourneti,198,44.013402,16.067798,Tf,deep cave,#N/A
4084,Stara jametina,Croatia,10.10.2016.,2016-10-10,5juv,5,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
4085,Jazinka,Croatia,10.10.2016.,2016-10-10,1 juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,235,43.975892,16.029694,Tb,deep cave,#N/A
4086,Sedrena špilja iza mlina,Croatia,9.10.2016.,2016-10-09,1 juvm,1,Tetragnathidae,Meta,sp.,Meta sp.,198,44.013402,16.067798,,,#N/A
4087,Stara jametina,Croatia,10.10.2016.,2016-10-10,"1f, 4 juv",5,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
4088,Stara jametina,Croatia,10.10.2016.,2016-10-10,1m,1,Theridiidae,Episinus,cavernicola,Episinus cavernicola,,43.794009,16.00259,Tf,deep cave,#N/A
4089,Stara jametina,Croatia,10.10.2016.,2016-10-10,3juv,3,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
4090,Oziđana pećina,Croatia,9.10.2016.,2016-10-09,3 juv m,3,Pholcidae,Holocnemus,sp.,Holocnemus sp.,,43.90774,15.980634,,,#N/A
4091,Potkapina ispod Jame nasuprot Torka,Croatia,8.10.2016.,2016-10-08,"1f, 1 juvm",2,Theridiidae,Episinus,cavernicola,Episinus cavernicola,,43.82018,16.012303,Tf,shallow subterranean habitat,#N/A
4092,"Potkapina ispod Jame nasuprot Torka, pod kamenjem",Croatia,8.10.2016.,2016-10-08,1f,1,Amaurobidae,Amaurobius,erberi,Amaurobius erberi,,43.82018,16.012303,Tx,epigean habitat,#N/A
4095,Potkapina ispod Jame nasuprot Torka,Croatia,8.10.2016.,2016-10-08,1m,1,Dysderidae,Harpactea,rucnerorum,Harpactea rucnerorum,,43.82018,16.012303,Tf,shallow subterranean habitat,#N/A
4096,Sedrena špilja s jamskim ulazom,Croatia,9.10.2016.,2016-10-09,1m,1,Agelenidae,Tegenaria,bosnica,Tegenaria bosnica,,44.013829,16.069202,,deep cave,#N/A
4097,Špilja u izvoru Krke,Croatia,10.10.2016.,2016-10-10,"1f, 1 juvm, 1 juv",3,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.0422953,16.2352157514,tf,deep cave,#N/A
4098,Špilja u izvoru Krke,Croatia,10.10.2016.,2016-10-10,1juvm,1,Pholcidae,Pholcus,sp.,Pholcus sp.,,44.0422953,16.2352157514,,,#N/A
4100,Potkapina ispod Jame nasuprot Torka,Croatia,8.10.2016.,2016-10-08,"1m, 1f, 3 juv",5,Dysderidae,Harpactea,rucnerorum,Harpactea rucnerorum,,43.82018,16.012303,Tf,shallow subterranean habitat,#N/A
4101,"Potkapina ispod Jame nasuprot Torka, pod kamenjem",Croatia,8.10.2016.,2016-10-08,1m,1,Amaurobidae,Amaurobius,erberi,Amaurobius erberi,,43.82018,16.012303,Tx,epigean habitat,#N/A
4102,"Potkapina ispod Jame nasuprot Torka, pod kamenjem",Croatia,8.10.2016.,2016-10-08,2f,2,Linyphiidae,Gen.,sp. X,Gen. sp. X,,43.82018,16.012303,,,#N/A
4103,"Potkapina ispod Jame nasuprot Torka, pod kamenjem",Croatia,8.10.2016.,2016-10-08,1m,1,Theridiidae,Steatoda,triangulosa,Steatoda triangulosa,,43.82018,16.012303,Tf,cave entrance,#N/A
