sample ID,locality,country,Collection date,eventDate,Number and gender,individualCount,Family,Genus,species,scientific name,Z,decimalLatitude,decimalLongitude,Troglomorphy,habitat,joint coordinates
4104,"Potkapina ispod Jame nasuprot Torka, pod kamenjem",Croatia,8.10.2016.,2016-10-08,"1m, 3f",4,Amaurobidae,Amaurobius,erberi,Amaurobius erberi,,43.82018,16.012303,Tx,epigean habitat,#N/A
4105,"Potkapina ispod Jame nasuprot Torka, under stones",Croatia,8.10.2016.,2016-10-08,1f,1,Agelenidae,Inermocoelotes,gasperinii,Inermocoelotes gasperinii,,43.82018,16.012303,,,#N/A
4107,"Potkapina ispod Jame nasuprot Torka, pod kamenjem",Croatia,8.10.2016.,2016-10-08,1f,1,Clubionidae,Gen.,sp.,Gen. sp.,,43.82018,16.012303,,,#N/A
4108,Miljacka 2,Croatia,1.6.2016.,2016-06-01,1m,1,Agelenidae,Tegenaria,domestica,Tegenaria domestica,,44.0002,16.016234,Tf,deep cave,#N/A
4109,Špilja na Gradini kod Premanture,Croatia,16.7.2016.,2016-07-16,5 juv,5,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.786909,13.907968,tf,deep cave,#N/A
4111,Špilja na Gradini kod Premanture,Croatia,30.4.2016.,2016-04-30,"3f, 1juv m, 7 juv",11,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.786909,13.907968,tf,deep cave,#N/A
4112,Špilja na Gradini kod Premanture,Croatia,30.4.2016.,2016-04-30,"1m, 1juvm, 2 juv",4,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.786909,13.907968,tf,deep cave,#N/A
4113,Špilja na Gradini kod Premanture,Croatia,16.7.2016.,2016-07-16,2juv,2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.786909,13.907968,tf,deep cave,#N/A
4114,Špilja na Gradini kod Premanture,Croatia,30.4.2016.,2016-04-30,"1f, 1juvm, 1juv",3,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.786909,13.907968,tf,deep cave,#N/A
4115,Špilja na Gradini kod Premanture,Croatia,16.7.2016.,2016-07-16,"1m, 1f, 3juv",5,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.786909,13.907968,tf,deep cave,#N/A
4116,Špilja na Gradini kod Premanture,Croatia,30.4.2016.,2016-04-30,2juv,2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.786909,13.907968,tf,deep cave,#N/A
4117,Špilja na Gradini kod Premanture,Croatia,16.7.2016.,2016-07-16,1m,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.786909,13.907968,tf,deep cave,#N/A
4118,Špilja na Gradini kod Premanture,Croatia,16.7.2016.,2016-07-16,"1f, 1juvm, 4juv",6,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.786909,13.907968,tf,deep cave,#N/A
4119,Špilja na Gradini kod Premanture,Croatia,16.7.2016.,2016-07-16,1juv,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.786909,13.907968,tf,deep cave,#N/A
4120,Špilja na Gradini kod Premanture,Croatia,16.7.2016.,2016-07-16,"1f, 2juv",3,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.786909,13.907968,tf,deep cave,#N/A
4121,Špilja na Gradini kod Premanture,Croatia,16.7.2016.,2016-07-16,2juv,2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,44.786909,13.907968,tf,deep cave,#N/A
4122,Šipun,Croatia,4.6.2014.,2014-06-04,1m,1,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.583646,18.217986,Tb,deep cave,#N/A
4123,Tihinja,Croatia,8.6.2014.,2014-06-08,"1m, 1 juv",2,Tetragnathidae,Metellina,merianae,Metellina merianae,50,42.866729,17.67021,Tf,deep cave,#N/A
4124,Špilja u Žarmi,Croatia,2.6.2014.,2014-06-02,"1f, 1juv/f, 3 juv",5,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,37,42.935427,17.43822,Tb,deep cave,#N/A
4126,Bezdan,Croatia,3.6.2014.,2014-06-03,1juv,1,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.530343,18.316239,Tb,deep cave,#N/A
4130,Vilinska jama,Croatia,5.6.2014.,2014-06-05,1m,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,121,42.728553,17.881121,tf,deep cave,#N/A
4132,Vilinska jama,Croatia,5.6.2014.,2014-06-05,1f,1,Leptonetidae,Sulcia,sp. 15,Sulcia sp. 15,121,42.728553,17.881121,,,#N/A
4133,Vilinska jama,Croatia,5.6.2014.,2014-06-05,"1f, 1m, 3f?, 3juv",8,Leptonetidae,Barusia,maheni,Barusia maheni,121,42.728553,17.881121,tf,deep cave,#N/A
4134,Mala špilja između Dubrovnika i Komolca,Croatia,4.6.2014.,2014-06-04,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,42.644127,18.137798,tf,deep cave,#N/A
4135,Mala špilja između Dubrovnika i Komolca,Croatia,4.6.2014.,2014-06-04,"1f, 2juv",3,Agelenidae,Histopona,dubia,Histopona dubia,,42.644127,18.137798,tb,deep cave,#N/A
4136,Vilinska jama,Croatia,5.6.2014.,2014-06-05,2juv,2,Dysderidae,Stalagtia,sp. 2,Stalagtia sp. 2,121,42.728553,17.881121,Tb,deep cave,#N/A
4137,Jezero,Croatia,7.6.2014.,2014-06-07,1f,1,Nesticidae,Kryptonesticus,arenstorffi,Kryptonesticus arenstorffi,903,42.580381,18.356073,tb,deep cave,#N/A
4139,Šipun,Croatia,4.6.2014.,2014-06-04,2f,2,Agelenidae,Histopona,dubia,Histopona dubia,,42.583646,18.217986,tb,deep cave,#N/A
4141,Jezero,Croatia,7.6.2014.,2014-06-07,1juv,1,Linyphiidae,Troglohyphantes,troglodytes,Troglohyphantes troglodytes,903,42.580381,18.356073,tf,deep cave,#N/A
4142,Đurovića jama,Croatia,3.6.2014.,2014-06-03,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,42.559979,18.263559,tf,deep cave,#N/A
4143,Vilinska jama,Croatia,5.6.2014.,2014-06-05,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,121,42.728553,17.881121,tf,deep cave,#N/A
4144,Vilinska jama,Croatia,5.6.2014.,2014-06-05,1juv m,1,Leptonetidae,Barusia,maheni,Barusia maheni,121,42.728553,17.881121,tf,deep cave,#N/A
4148,Bezdan,Croatia,3.6.2014.,2014-06-03,1f,1,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.530343,18.316239,Tb,deep cave,#N/A
4149,Mala špilja između Dubrovnika i Komolca,Croatia,4.6.2014.,2014-06-04,"1m, 2f/juv, 1juv",4,Leptonetidae,Sulcia,sp. 10,Sulcia sp. 10,,42.644127,18.137798,,,#N/A
4196,Topla pećina,Croatia,9.10.2016.,2016-10-09,"2m, 1f, 1juvm",4,Leptonetidae,Barusia,maheni,Barusia maheni,,43.839254,16.0536,tf,deep cave,#N/A
4197,Kukova peć,Croatia,30.11.2014.,2014-11-30,1m,1,Dysderidae,Stalagtia,hercegovinensis,Stalagtia hercegovinensis,,42.726992,17.96566,Tb,deep cave,#N/A
4198,Mjesečevića špilja,Croatia,3.12.2014.,2014-12-03,1f,1,Linyphiidae,Asthenargus,bracianus,Asthenargus bracianus,,42.480511,18.411965,tf,deep cave,#N/A
4199,Mjesečevića špilja,Croatia,3.12.2014.,2014-12-03,"1juv, 1f/juv",2,Leptonetidae,Sulcia,sp. 2,Sulcia sp. 2,,42.480511,18.411965,Tb,deep cave,#N/A
4200,Mjesečevića špilja,Croatia,3.12.2014.,2014-12-03,1juv,1,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.480511,18.411965,Tb,deep cave,#N/A
4215,Kukova peć,Croatia,30.11.2014.,2014-11-30,"2m, 1f, 1juv",4,Agelenidae,Histopona,dubia,Histopona dubia,,42.726992,17.96566,tb,deep cave,#N/A
4216,Kukova peć,Croatia,30.11.2014.,2014-11-30,1m,1,Agelenidae,Histopona,dubia,Histopona dubia,,42.726992,17.96566,tb,deep cave,#N/A
4224,Močiljska špilja,Croatia,2.12.2014.,2014-12-02,1juv,1,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,,42.689061,18.071906,Tb,deep cave,#N/A
4226,Močiljska špilja,Croatia,1.12.2014.,2014-12-01,"1f/juv, 1 juv",2,Leptonetidae,Sulcia,sp.,Sulcia sp.,,42.689061,18.071906,,,#N/A
4232,Vištičina jama,Croatia,1.11.2013.,2013-11-01,1f,1,Dysderidae,Stalagtia,sp. 4_1,Stalagtia sp. 4_1,200,42.985281,17.557541,Tb,deep cave,#N/A
4233,Jama na plećaša gradini,Croatia,8.2.2015.,2015-02-08,1f,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.113314,17.572389,Tb,deep cave,#N/A
4234,Zečev ponor,Croatia,17.8.2014.,2014-08-17,"1m, 1juv",2,Dysderidae,Parastalita,stygia,Parastalita stygia,,45.144293,15.112223,Tb,deep cave,#N/A
4236,Kornjatuša,Croatia,2.11.2013.,2013-11-02,"1m, 1f",2,Dysderidae,Stalagtia,sp. 4_1,Stalagtia sp. 4_1,610,42.97909,17.673966,Tb,deep cave,#N/A
4238,Vištičina jama,Croatia,1.11.2013.,2013-11-01,2juv,2,Dysderidae,Stalagtia,sp. 4_1,Stalagtia sp. 4_1,200,42.985281,17.557541,Tb,deep cave,#N/A
4239,Tihinja,Croatia,7.12.2013.,2013-12-07,1f,1,Dysderidae,Harpactea,sp. 3,Harpactea sp. 3,50,42.866729,17.67021,tb,deep cave,#N/A
4240,Jama Pavličevica,Croatia,16.11.2014.,2014-11-16,1f,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.106024,17.587711,Tb,deep cave,#N/A
4241,Pećinik,Croatia,18.6.2014.,2014-06-18,1f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,,45.25813,15.198439,Tb,deep cave,#N/A
4242,Zečev ponor,Croatia,17.8.2014.,2014-08-17,1m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,,45.144293,15.112223,Tb,deep cave,#N/A
4243,Kornjatuša,Croatia,5.11.2013.,2013-11-05,1juv,1,Dysderidae,Stalagtia,sp. 4_1,Stalagtia sp. 4_1,610,42.97909,17.673966,Tb,deep cave,#N/A
4244,Kornjatuša,Croatia,5.11.2013.,2013-11-05,1juvm,1,Dysderidae,Stalagtia,sp. 4_1,Stalagtia sp. 4_1,610,42.97909,17.673966,Tb,deep cave,#N/A
4245,Kornjatuša,Croatia,5.11.2013.,2013-11-05,1m,1,Agelenidae,Histopona,luxurians,Histopona luxurians,610,42.97909,17.673966,tf,deep cave,#N/A
4246,Vištičina jama,Croatia,1.11.2013.,2013-11-01,1f,1,Dysderidae,Stalagtia,sp. 4_1,Stalagtia sp. 4_1,200,42.985281,17.557541,Tb,deep cave,#N/A
4247,Jama na Benkotovu,Croatia,3.8.2014.,2014-08-03,1m,1,Linyphiidae,Palliduphantes,spelaeorum,Palliduphantes spelaeorum,,43.37569,16.272059,Tf,deep cave,#N/A
4248,Stara jametina,Croatia,19.2.2016.,2016-02-19,1m,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.794009,16.00259,Tb,deep cave,#N/A
4249,Špilja iznad Kopren dola,Croatia,3.11.2013.,2013-11-03,"1f, 4juv",5,Dysderidae,Stalagtia,sp. 4_1,Stalagtia sp. 4_1,,42.983916,17.62401,Tb,deep cave,#N/A
4250,Vodeni tobogan,Croatia,27.2.2016.,2016-02-27,1juvm,1,Dysderidae,Harpactea,sp.,Harpactea sp.,,44.45424,15.32186,,,#N/A
4251,Jama pod Veli vrh,Croatia,7.2.2016.,2016-02-07,1juv,1,Dysderidae,Folkia,inermis,Folkia inermis,,42.737471,17.516324,Tb,deep cave,#N/A
4254,Vištičina jama,Croatia,1.11.2013.,2013-11-01,1juv,1,Dysderidae,Stalagtia,sp. 4_1,Stalagtia sp. 4_1,200,42.985281,17.557541,Tb,deep cave,#N/A
4255,Vištičina jama,Croatia,1.11.2013.,2013-11-01,"1f, 2m",3,Linyphiidae,Palliduphantes,spelaeorum,Palliduphantes spelaeorum,,42.985281,17.557541,Tf,deep cave,#N/A
4256,Tihinja,Croatia,3.11.2013.,2013-11-03,1f,1,Linyphiidae,Palliduphantes,sp. 6,Palliduphantes sp. 6,50,42.866729,17.67021,,,#N/A
4257,Tihinja,Croatia,3.11.2013.,2013-11-03,1juv,1,Dysderidae,Harpactea,sp. 3,Harpactea sp. 3,50,42.866729,17.67021,tb,deep cave,#N/A
4259,Špilja Sopača,Croatia,18.8.2014.,2014-08-18,1juvm,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,475,45.144737,15.114,tf,deep cave,#N/A
4260,Kornjatuša,Croatia,2.11.2013.,2013-11-02,1juv,1,Dysderidae,Stalagtia,sp. 4_1,Stalagtia sp. 4_1,610,42.97909,17.673966,Tb,deep cave,#N/A
4261,Kornjatuša,Croatia,2.11.2013.,2013-11-02,"1m, 1juv",2,Linyphiidae,Palliduphantes,spelaeorum,Palliduphantes spelaeorum,610,42.97909,17.673966,Tf,deep cave,#N/A
4262,Piškera,Croatia,1.8.2014.,2014-08-01,"1m, 2juv",3,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,43.37699,16.316203,tf,deep cave,#N/A
4263,Jama iznad Pražića jaruge,Croatia,16.8.2014.,2014-08-16,1m,1,Nesticidae,Nesticus,cellulanus,Nesticus cellulanus,,45.160973,15.111286,tf,deep cave,#N/A
4264,Đutno,Croatia,20.3.2016.,2016-03-20,1juvf,1,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,210,45.415607,15.233039,tb,deep cave,#N/A
4265,Kornjatuša,Croatia,5.11.2013.,2013-11-05,1juvm,1,Dysderidae,Stalagtia,sp. 4_1,Stalagtia sp. 4_1,610,42.97909,17.673966,Tb,deep cave,#N/A
4266,Kornjatuša,Croatia,5.11.2013.,2013-11-05,1m,1,Linyphiidae,Palliduphantes,spelaeorum,Palliduphantes spelaeorum,610,42.97909,17.673966,Tf,deep cave,#N/A
4267,Gornja Cerovačka špilja,Croatia,6.3.2016.,2016-03-06,ostaci,,Dysderidae,Parastalita,stygia,Parastalita stygia,700,44.273382,15.884227,Tb,deep cave,#N/A
4268,Pražića jaruga ponor,Croatia,16.8.2014.,2014-08-16,"1m, 1f, 1juvm, 3juv",6,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,,45.161339,15.110947,tf,deep cave,#N/A
4269,Pražića jaruga ponor,Croatia,16.8.2014.,2014-08-16,"2f, 4juv",6,Linyphiidae,Troglohyphantes,kordunlikanus,Troglohyphantes kordunlikanus,,45.161339,15.110947,tf,deep cave,#N/A
4270,Pražića jaruga ponor,Croatia,16.8.2014.,2014-08-16,1f,1,Linyphiidae,Porrhomma,sp. x,Porrhomma sp. x,,45.161339,15.110947,,,#N/A
4271,Jama u Radovnici,Croatia,20.3.2016.,2016-03-20,1f,1,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,,45.416563,15.230843,tb,deep cave,#N/A
4272,Špilja na Livadicama,Croatia,20.3.2016.,2016-03-20,"1m, 2f, 1juv",4,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,222,45.409582,15.230035,tb,deep cave,#N/A
4273,Đutno,Croatia,20.3.2016.,2016-03-20,"1m, 1juv",2,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,210,45.415607,15.233039,tb,deep cave,#N/A
4274,Đutno,Croatia,20.3.2016.,2016-03-20,"1f, 2m, 1juvm, 1juvf",5,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,210,45.415607,15.233039,tb,deep cave,#N/A
4275,Vrlovka,Croatia,26.3.2016.,2016-03-26,"1f, 1juvm, 1juv",3,Linyphiidae,Troglohyphantes,excavatus,Troglohyphantes excavatus,,45.63707,15.390544,tf,deep cave,#N/A
4276,Pećina u Dunjaku,Croatia,29.12.2015.,2015-12-29,6f,6,Linyphiidae,Porrhomma,egeria,Porrhomma egeria,205,45.23655,15.668962,,deep cave,#N/A
4278,Tučepska vilenjača,Croatia,9.8.1998.,1998-08-09,1f,1,Dysderidae,Mesostalita,comottii,Mesostalita comottii,1181,43.286465,17.083638,Tb,deep cave,#N/A
4279,Tučepska vilenjača,Croatia,9.8.1998.,1998-08-09,2f,2,Dysderidae,Mesostalita,comottii,Mesostalita comottii,1181,43.286465,17.083638,Tb,deep cave,#N/A
4280,Jama pod Gažnovcem,Croatia,4.11.2016.,2016-11-04,1f,1,Dysderidae,Harpactea,sp. 2,Harpactea sp. 2,510,43.229672,17.314159,Tb,deep cave,#N/A
4281,Jama pod Gažnovcem,Croatia,4.11.2016.,2016-11-04,4juv,4,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,510,43.229672,17.314159,Tb,deep cave,#N/A
4282,Jama pod Gažnovcem,Croatia,4.11.2016.,2016-11-04,"2f, 1m, 7juv",1,Linyphiidae,Typhlonyphia,sp. 1,Typhlonyphia sp. 1,510,43.229672,17.314159,Tb,deep cave,#N/A
4283,Jama pod Gažnovcem,Croatia,4.11.2016.,2016-11-04,"2f, 1m",3,Pholcidae,Stygopholcus,absoloni,Stygopholcus absoloni,510,43.229672,17.314159,,deep cave,#N/A
4284,Jama pod Gažnovcem,Croatia,4.11.2016.,2016-11-04,"1m, 4f",5,Linyphiidae,Palliduphantes,spelaeorum,Palliduphantes spelaeorum,510,43.229672,17.314159,Tf,deep cave,#N/A
4285,Jama pod Gažnovcem,Croatia,4.11.2016.,2016-11-04,2m,2,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,510,43.229672,17.314159,Tf,deep cave,#N/A
4286,Peć u Čulinovim raljevinama,Croatia,5.11.2016.,2016-11-05,5juv,5,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.605854,16.575066,Tb,deep cave,#N/A
4287,Peć u Čulinovim raljevinama,Croatia,5.11.2016.,2016-11-05,1m,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,43.605854,16.575066,tf,deep cave,#N/A
4288,Tučepska vilenjača,Croatia,28.4.2014.,2014-04-28,"1f, 1juv",2,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,1181,43.286465,17.083638,Tb,deep cave,#N/A
4289,Tučepska vilenjača,Croatia,28.4.2014.,2014-04-28,1juv,1,Agelenidae,Histopona,sp.,Histopona sp.,1181,43.286465,17.083638,,,#N/A
4290,Jujnovića špilja,Croatia,29.4.2014.,2014-04-29,1juv,1,Agelenidae,Histopona,sp.,Histopona sp.,405,43.266579,17.19798,,,#N/A
4293,Jujnovića špilja,Croatia,14.5.2016.,2016-05-14,"1f, 1juv",2,Dysderidae,Harpactea,damini,Harpactea damini,405,43.266579,17.19798,TF,deep cave,#N/A
4294,Peć u Čulinovim raljevinama,Croatia,20.5.2016.,2016-05-20,2juv,2,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.605854,16.575066,Tb,deep cave,#N/A
4296,Peć u Čulinovim raljevinama,Croatia,20.5.2016.,2016-05-20,2f,2,Linyphiidae,Centromerus,cavernarum,Centromerus cavernarum,,43.605854,16.575066,Tf,deep cave,#N/A
4297,Jama za Supinom,Croatia,18.5.2016.,2016-05-18,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.250417,17.113278,Tb,deep cave,#N/A
4299,Golubinka u kalaševin dugin njivaman,Croatia,21.5.2016.,2016-05-21,1f,1,Dysderidae,Harpactea,sp. 18,Harpactea sp. 18,,43.681411,16.309627,Tf,deep cave,#N/A
4300,Jama za Supinom,Croatia,18.5.2016.,2016-05-18,1f,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.250417,17.113278,Tb,deep cave,#N/A
4301,Pretnerova jama,Croatia,19.5.2016.,2016-05-19,1f,1,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,,43.339276,17.038312,tb,deep cave,#N/A
4302,Gradska spila,Croatia,15.5.2016.,2016-05-15,1m,1,Dysderidae,Harpactea,damini,Harpactea damini,755,43.318029,17.117623,TF,deep cave,#N/A
4303,Gradska spila,Croatia,15.5.2016.,2016-05-15,"8m, plur f i juv",8,Leptonetidae,Sulcia,sp.,Sulcia sp.,755,43.318029,17.117623,,,#N/A
4304,Tučepska vilenjača,Croatia,18.9.2016.,2016-09-18,1juvm,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,1181,43.286465,17.083638,Tb,deep cave,#N/A
4305,Tučepska vilenjača,Croatia,18.9.2016.,2016-09-18,"1m, 1f, 1juv",3,Linyphiidae,Typhlonyphia,sp. 1,Typhlonyphia sp. 1,1181,43.286465,17.083638,Tb,deep cave,#N/A
4306,Peć u Čulinovim raljevinama,Croatia,20.5.2016.,2016-05-20,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.605854,16.575066,Tb,deep cave,#N/A
4307,Gradska spila,Croatia,15.5.2016.,2016-05-15,1f,1,Dysderidae,Harpactea,damini,Harpactea damini,755,43.318029,17.117623,TF,deep cave,#N/A
4308,Gradska spila,Croatia,15.5.2016.,2016-05-15,"1m, 1juv",2,Leptonetidae,Sulcia,sp.,Sulcia sp.,755,43.318029,17.117623,,,#N/A
4309,Peć u Čulinovim raljevinama,Croatia,20.5.2016.,2016-05-20,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.605854,16.575066,Tb,deep cave,#N/A
4311,Spila 2,Croatia,14.5.2016.,2016-05-14,"1f, 1juv",2,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.26239,17.204021,Tb,deep cave,#N/A
4312,Spila 2,Croatia,14.5.2016.,2016-05-14,1f,1,Agelenidae,Histopona,conveniens,Histopona conveniens,,43.26239,17.204021,Tf,deep cave,#N/A
4313,Spila 2,Croatia,14.5.2016.,2016-05-14,"1m, 1f, 2juv",4,Leptonetidae,Sulcia,sp.,Sulcia sp.,,43.26239,17.204021,,,#N/A
4316,Velika špilja kod Antunovića,Croatia,17.5.2016.,2016-05-17,2juv,2,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.276843,17.227143,Tb,deep cave,#N/A
4317,Jama za Supinom,Croatia,18.5.2016.,2016-05-18,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.250417,17.113278,Tb,deep cave,#N/A
4318,Jama za Supinom,Croatia,18.5.2016.,2016-05-18,1juv,1,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,,43.250417,17.113278,TB,deep cave,#N/A
4319,Peć u Čulinovim raljevinama,Croatia,20.5.2016.,2016-05-20,2juv,2,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,,43.605854,16.575066,Tb,deep cave,#N/A
4320,Peć u Čulinovim raljevinama,Croatia,20.5.2016.,2016-05-20,"1m, 1f, 2juv",4,Leptonetidae,Barusia,maheni,Barusia maheni,,43.605854,16.575066,tf,deep cave,#N/A
4321,Peć u Čulinovim raljevinama,Croatia,20.5.2016.,2016-05-20,1juv m,1,Linyphiidae,Troglohyphantes,strandi,Troglohyphantes strandi,,43.605854,16.575066,tb,deep cave,#N/A
4322,Šoića pećina,Croatia,5.9.2016.,2016-09-05,1f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,,44.707894,15.264781,Tb,deep cave,#N/A
4323,Gornja Cerovačka špilja,Croatia,19.12.2015.,2015-12-19,1f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,700,44.273382,15.884227,Tb,deep cave,#N/A
4324,Kočije brdo-zemlja,Croatia,15.4.2011.,2011-04-15,4juv,4,Dysderidae,Dysdera,sp.,Dysdera sp.,,42.952451,17.091543,Tx,,#N/A
4325,Jakasova spila,Croatia,20.4.2016.,2016-04-20,1juv,1,Dysderidae,Folkia,haasi,Folkia haasi,,42.91615,17.12834,Tb,deep cave,#N/A
4327,Mjesečevića špilja,Croatia,20.12.2012.,2012-12-20,1juv,1,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.480511,18.411965,Tb,deep cave,#N/A
4328,Špilja pod Zimzelom,Croatia,3.10.2015.,2015-10-03,"1m, 1f",2,Dysderidae,Parastalita,stygia,Parastalita stygia,765,45.281948,15.115239,Tb,deep cave,#N/A
4329,Jama kod šumarske kuće,Croatia,9.11.2016.,2016-11-09,1m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,926,45.336159,14.926119,Tb,deep cave,#N/A
4331,Ostaševica,Croatia,4.12.2001.,2001-12-04,"1f, 3juv",4,Agelenidae,Histopona,bidens,Histopona bidens,,42.748959,17.544404,tb,deep cave,#N/A
4332,Vrelo,Croatia,3.10.2015.,2015-10-03,1m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,730,45.326489,14.704217,Tb,deep cave,#N/A
4333,Jama kod Lugarnice,Croatia,4.10.2015.,2015-10-04,1m,1,Dysderidae,Parastalita,stygia,Parastalita stygia,570,45.327864,15.092353,Tb,deep cave,#N/A
4334,Jama kod Lugarnice,Croatia,4.10.2015.,2015-10-04,"1f, 1juvm, 2juv",4,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,570,45.327864,15.092353,tb,deep cave,#N/A
4335,Jama na Smokovo,Croatia,23.2.2013.,2013-02-23,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,194,43.054032,16.240389,tf,deep cave,#N/A
4340,Špilja pod Mačkovom dragom,Croatia,9.10.2015.,2015-10-09,1f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,,45.261001,15.023822,Tb,deep cave,#N/A
4341,Špilja od Vore,Croatia,31.3.2013.,2013-03-31,"1f, 1juvm, 1juv",3,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,43.057273,16.135641,tf,deep cave,#N/A
4342,Jama kod šumarske kuće,Croatia,4.10.2015.,2015-10-04,1f,1,Dysderidae,Parastalita,stygia,Parastalita stygia,926,45.336159,14.926119,Tb,deep cave,#N/A
4343,Đutno,Croatia,20.3.2016.,2016-03-20,1juv,1,Dysderidae,Stalita,pretneri,Stalita pretneri,210,45.415607,15.233039,Tb,deep cave,#N/A
4344,Tučepska vilenjača,Croatia,30.4.2012.,2012-04-30,1f,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,1181,43.286465,17.083638,Tb,deep cave,#N/A
4345,Đutno,Croatia,20.3.2016.,2016-03-20,2juv,2,Dysderidae,Stalita,pretneri,Stalita pretneri,210,45.415607,15.233039,Tb,deep cave,#N/A
4346,Mjesečevića špilja,Croatia,20.12.2012.,2012-12-20,1juv,1,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.480511,18.411965,Tb,deep cave,#N/A
4349,Jama na Teruncu,Croatia,20.6.2013.,2013-06-20,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,43.13221,16.991729,tf,deep cave,#N/A
4350,Mandelaja,Croatia,17.4.2016.,2016-04-17,1f,1,Linyphiidae,Troglohyphantes,croaticus,Troglohyphantes croaticus,340,45.233397,15.30015,tb,deep cave,#N/A
4351,Gornja Cerovačka špilja,Croatia,9.1.2016.,2016-01-09,1f,1,Agelenidae,Tegenaria,sp. 5,Tegenaria sp. 5,700,44.27338,15.88422,,,#N/A
4352,Gornja Cerovačka špilja,Croatia,9.1.2016.,2016-01-09,1f,1,Dysderidae,Harpactea,sp. 25,Harpactea sp. 25,700,44.27338,15.88422,,,#N/A
