sample ID,locality,country,Collection date,eventDate,Number and gender,individualCount,Family,Genus,species,scientific name,elevation,decimalLatitude,decimalLongitude,Troglomorphy,habitat,joint coordinates,unique species count,deepest air temperature,média temperature,Temp anual,Temp anual.1,TempRange,Prec,land_use_code,LGM_dist_km,media humidity,deepest air humidity,Main entrance width (Dimenzije glavnog ulaza (širina)),Main entrance hught (Dimenzije glavnog ulaza (visina)),Number of entrances (Broj ulaza),Cave length (Duljina (m)),Horizontal cave length (Horizontalna duljina (m)),Cave depth (Dubina (m))
1454,Spila 2,Croatia,23.3.2004.,2004-03-23,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,349,4.326.239,17.204.021,,deep cave,,6,12,12,"12,35200024","12,35200024","26,52000046",917,21,"61,25054739","96,3","96,3",0.5,0.7,1,28,24,11
1455,Jama iznad Prozorčića,Croatia,22.11.2005.,2005-11-22,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,460,4.338.381,16.932.036,,deep cave,,5,"12,5","8,9","12,02766705","12,02766705","24,98400116",895,24,"72,69547752",,,4,1.5,1,28.6,15,23.5
1456,Jama iznad Prozorčića,Croatia,24.3.2004.,2004-03-24,2 juv,2,Agelenidae,Histopona,sp.,Histopona sp.,460,4.338.381,16.932.036,,deep cave,,5,"12,5","8,9","12,02766705","12,02766705","24,98400116",895,24,"72,69547752",,,4,1.5,1,28.6,15,23.5
1462,Jama za Supinom,Croatia,26.5.2004.,2004-05-26,3 juv,3,Agelenidae,Histopona,sp.,Histopona sp.,905,43.250.417,17.113.278,,deep cave,,7,,"10,75","9,67800045","9,67800045","24,96000099",926,26,"69,05858686","87,25",,2.5,2.5,1,372,264,82
1467,Špilja na Mrždolcu,Croatia,21.11.2005.,2005-11-21,1 juv m,1,Agelenidae,Histopona,sp.,Histopona sp.,419,43.405.319,17.014.811,,deep cave,,3,,"7,5","12,27216721","12,27216721","26,62000084",912,23,"62,97721711",,,nan,nan,1,nan,nan,nan
1468,Jama u Bratušu,Croatia,27.10.2006.,2006-10-27,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,43,43.328.376,16.979.405,,deep cave,,4,"12,5","13,15","14,92166615","14,92166615","26,53999901",857,2,"72,35367461",91,,7,1.8,1,18,7,11
1469,Ješkalovica,Croatia,4.1.2009.,2009-01-04,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,194,43.299.857,16.839.313,tf,deep cave,,2,,"15,4","15,64131927","15,64131927","25,73750114",817,20,"87,88201212","95,1",,1,1,1,nan,21,29
1476,Mucića ledenica,Croatia,24.5.2004.,2004-05-24,1f,1,Agelenidae,Tegenaria,sp. 2,Tegenaria sp. 2,1344,4.335.632,17.051.544,,deep cave,,3,"0,8","0,8","8,441666603","8,441666603","24,99200058",947,23,"63,30845715",,,5,4,1,nan,60,37.5
1478,Špilja u uvali Svežanj,Croatia,6.4.2008.,2008-04-06,"2 juv m,1 juv",3,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,,45.298.144,1.449.561,,deep cave,,1,,"7,8","13,62371826","13,62371826","25,51538467",1452,44,"398,4064564","98,1",,3,1,1,17,17,2
1481,Kukor,Croatia,17.8.2000.,2000-08-17,"1f,1 juv",2,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,587,43.355.609,16.991.707,tb,deep cave,,10,,"15,4","12,63749981","12,63749981","25,40833473",906,29,"68,94753675",,,1,1,1,264,213,40
1486,Milića špilja,Croatia,30.7.2006.,2006-07-30,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,224,44.143.333,15.803.133,tf,deep cave,,1,,"12,6","12,67350006","12,67350006","28,27199936",949,29,"207,9910669",,,nan,nan,1,nan,nan,nan
1489,Jama u Bratušu,Croatia,27.8.2005.,2005-08-27,3 juv,3,Agelenidae,Histopona,sp.,Histopona sp.,43,43.328.376,16.979.405,,deep cave,,4,"12,5","13,15","14,92166615","14,92166615","26,53999901",857,2,"72,35367461",91,,7,1.8,1,18,7,11
1490,Velika špilja na Bukovcima,Croatia,21.11.2005.,2005-11-21,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,467,43.403.686,17.022.825,,deep cave,,1,,"7,7","12,27216721","12,27216721","26,62000084",912,23,"62,29824154",,,nan,nan,1,nan,nan,nan
1494,Pišurka,Croatia,2.6.2000.,2000-06-02,2f,2,Agelenidae,Tegenaria,annulata,Tegenaria annulata,17,42.959.451,17.129.228,tf,deep cave,,5,,"13,925","14,0666666","14,0666666","24,28125",833,25,"105,2150766","84,833",,6,1.3,1,86,75,32
1495,Kuna špilja,Croatia,27.8.1998.,1998-08-27,1m,1,Nesticidae,Kryptonesticus,deelemanae,Kryptonesticus deelemanae,1396,43.324.523,17.055.953,tb,deep cave,,2,,"4,5","7,993500233","7,993500233","24,5",945,23,"65,81333493","98,6",,1.7,0.9,1,44,28,3
1500,Kraljicina špilja,Croatia,19.10.2007.,2007-10-19,"4f,1m",5,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,189,43.073.661,16.100.773,tf,deep cave,,2,,"15,1","15,32770824","15,32770824","22,59999847",585,44,"176,649054",91,,4,2,1,nan,126,6
1502,Kraljicina špilja,Croatia,19.10.2007.,2007-10-19,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,189,43.073.661,16.100.773,,deep cave,,2,,"15,1","15,32770824","15,32770824","22,59999847",585,44,"176,649054",91,,4,2,1,nan,126,6
1503,Kraljicina špilja,Croatia,19.10.2007.,2007-10-19,1 juv,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,189,43.073.661,16.100.773,tf,deep cave,,2,,"15,1","15,32770824","15,32770824","22,59999847",585,44,"176,649054",91,,4,2,1,nan,126,6
1504,Jama za Mahrincem,Croatia,5.1.2005.,2005-01-05,"2f,1 juv",3,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,45,43.344.348,1.674.088,tf,deep cave,,2,,"9,9","15,69453144","15,69453144","25,78749847",804,2,"94,5530675",,,3.5,2.5,1,nan,26,25
1505,Polušpilja na Mrčari,Croatia,1.10.2007.,2007-10-01,2 juv,2,Agelenidae,Tegenaria,sp.,Tegenaria sp.,48,42.768.583,16.788.965,,deep cave,,2,,"19,4","16,70208359","16,70208359","20,84999847",630,24,"149,308983",,,,,,,,
1506,Kraljicina špilja,Croatia,3.10.2005.,2005-10-03,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,189,43.073.661,16.100.773,tf,deep cave,,2,,"15,1","15,32770824","15,32770824","22,59999847",585,44,"176,649054",91,,4,2,1,nan,126,6
1516,Špilja Jama,Croatia,17.3.2002.,2002-03-17,1f,1,Agelenidae,Tegenaria,bosnica,Tegenaria bosnica,317,43.110.888,17.354.016,,deep cave,,1,"9,1","13,8","14,25021935","14,25021935","26,047369",918,21,"74,66357593","73,5",97,,,,,,
1518,Špilja na vrh Toraca,Croatia,23.8.2005.,2005-08-23,1 juv,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,193,42.705.575,1.803.049,tf,deep cave,,3,"15,5","15,275","16,42202377","16,42202377","23,8571434",1128,29,"92,9323532","96,75",100,1,2,1,nan,65.5,17
1521,Hrastovska špilja,Croatia,2.10.2007.,2007-10-02,2 juv,2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,103,42.756.282,16.875.635,tf,deep cave,,4,,"12,6","16,4216671","16,4216671","22,7733345",668,29,"145,7479543",94,,nan,nan,1,nan,nan,nan
1523,Stražbenica,Croatia,3.5.2009.,2009-05-03,3f,3,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,172,43.697.353,16.029.618,tf,deep cave,,3,,"14,7","14,88466644","14,88466644","26,93600082",739,26,"165,8524113",100,,7,2.5,1,86,86,7
1524,Male ponte,Croatia,21.6.2001.,2001-06-21,3 juv,3,Agelenidae,Histopona,bidens,Histopona bidens,258,42.761.389,17.430.786,tb,deep cave,,7,,"14,45","16,10370445","16,10370445","23,88333321",874,29,"106,0560518",100,,1,1.5,1,nan,106,28.8
1528,Močiljska špilja,Croatia,1.11.2003.,2003-11-01,"1f,1 juv",2,Agelenidae,Histopona,dubia,Histopona dubia,333,42.689.061,18.071.906,tb,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
1530,Ostaševica,Croatia,17.6.2001.,2001-06-17,"1f,1 juv",2,Agelenidae,Histopona,bidens,Histopona bidens,302,42.748.959,17.544.404,tb,deep cave,,9,,"11,4","15,79444408","15,79444408","24,11999893",925,25,"101,3842944",100,,6,5,1,nan,70,20
1531,Vilinska jama,Croatia,2.4.2007.,2007-04-02,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,118,42.728.553,17.881.121,,deep cave,,10,,"13,6","16,61458397","16,61458397","23,72142792",1068,24,"91,19914008","84,6",,1,1,1,14.9,10.3,5.8
1532,Banova ljut,Croatia,4.4.2007.,2007-04-04,"1f,1 juv",2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,278,42.724.023,18.023.649,tf,deep cave,,4,,"15,2","14,54366684","14,54366684","24,62399864",1130,32,"90,15075072",93,,2,1.8,1,nan,306,25
1533,Banova ljut,Croatia,4.4.2007.,2007-04-04,2 juv,2,Agelenidae,Histopona,sp.,Histopona sp.,278,42.724.023,18.023.649,,deep cave,,4,,"15,2","14,54366684","14,54366684","24,62399864",1130,32,"90,15075072",93,,2,1.8,1,nan,306,25
1534,Špilja za Gromačkom vlakom,Croatia,29.5.2004.,2004-05-29,1 f,1,Agelenidae,Histopona,dubia,Histopona dubia,630,42.743.509,18.027.359,tb,deep cave,,15,,"13,378","14,54366684","14,54366684","24,62399864",1130,29,"87,19003096",,,2,3,1,2439,2204,220
1535,Jama pod Velji vrh,Croatia,14.6.2001.,2001-06-14,"2m,1f, 2 juv",5,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,55,42.766.635,16.907.278,tf,deep cave,,2,,"16,567","16,4216671","16,4216671","22,7733345",668,29,"142,6292455","95,667",,1,2,1,nan,90,41
1536,Špilja na vrh Toraca,Croatia,8.10.2004.,2004-10-08,2 juv,2,Agelenidae,Histopona,sp.,Histopona sp.,193,42.705.575,1.803.049,,deep cave,,3,"15,5","15,275","16,42202377","16,42202377","23,8571434",1128,29,"92,9323532","96,75",100,1,2,1,nan,65.5,17
1537,Špilja za Gromačkom vlakom,Croatia,29.5.2004.,2004-05-29,2f,2,Agelenidae,Histopona,dubia,Histopona dubia,630,42.743.509,18.027.359,tb,deep cave,,15,,"13,378","14,54366684","14,54366684","24,62399864",1130,29,"87,19003096",,,2,3,1,2439,2204,220
1542,Špilja na vrh Toraca,Croatia,8.10.2004.,2004-10-08,3 juv,3,Agelenidae,Histopona,sp.,Histopona sp.,193,42.705.575,1.803.049,,deep cave,,3,"15,5","15,275","16,42202377","16,42202377","23,8571434",1128,29,"92,9323532","96,75",100,1,2,1,nan,65.5,17
1543,Banova ljut,Croatia,7.9.2006.,2006-09-07,1f,1,Agelenidae,Histopona,dubia,Histopona dubia,278,42.724.023,18.023.649,tb,deep cave,,4,,"15,2","14,54366684","14,54366684","24,62399864",1130,32,"90,15075072",93,,2,1.8,1,nan,306,25
1544,Debela ljut,Croatia,7.4.2006.,2006-04-07,2 juv,2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,278,42.717.699,18.022.036,tf,deep cave,,8,"15,6","15,6","14,54366684","14,54366684","24,62399864",1130,32,"91,11277219",,,,,,,,
1545,Špilja za Gromačkom vlakom,Croatia,25.-26.3.2003.,2003-03-25/2003-03-26,2 f,2,Tetragnathidae,Metellina,merianae,Metellina merianae,630,42.743.509,18.027.359,Tf,deep cave,,15,,"13,378","14,54366684","14,54366684","24,62399864",1130,29,"87,19003096",,,2,3,1,2439,2204,220
1546,Špilja za Gromačkom vlakom,Croatia,25.-26.3.2003.,2003-03-25/2003-03-26,"1f,2 juv",3,Agelenidae,Histopona,dubia,Histopona dubia,630,42.743.509,18.027.359,tb,deep cave,,15,,"13,378","14,54366684","14,54366684","24,62399864",1130,29,"87,19003096",,,2,3,1,2439,2204,220
1547,Špilja za Gromačkom vlakom,Croatia,8.5.2006.,2006-05-08,1f,1,Agelenidae,Histopona,dubia,Histopona dubia,630,42.743.509,18.027.359,tb,deep cave,,15,,"13,378","14,54366684","14,54366684","24,62399864",1130,29,"87,19003096",,,2,3,1,2439,2204,220
1548,Špilja za Gromačkom vlakom,Croatia,29.3.2003.,2003-03-29,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,630,42.743.509,18.027.359,,deep cave,,15,,"13,378","14,54366684","14,54366684","24,62399864",1130,29,"87,19003096",,,2,3,1,2439,2204,220
1549,Špilja na vrh Toraca,Croatia,23.8.2005.,2005-08-23,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,193,42.705.575,1.803.049,,deep cave,,3,"15,5","15,275","16,42202377","16,42202377","23,8571434",1128,29,"92,9323532","96,75",100,1,2,1,nan,65.5,17
1550,Banova ljut,Croatia,4.4.2007.,2007-04-04,2 juv,2,Agelenidae,Histopona,sp.,Histopona sp.,278,42.724.023,18.023.649,,deep cave,,4,,"15,2","14,54366684","14,54366684","24,62399864",1130,32,"90,15075072",93,,2,1.8,1,nan,306,25
1551,Banova ljut,Croatia,4.4.2007.,2007-04-04,"1f, 1 juv",2,Agelenidae,Histopona,dubia,Histopona dubia,278,42.724.023,18.023.649,tb,deep cave,,4,,"15,2","14,54366684","14,54366684","24,62399864",1130,32,"90,15075072",93,,2,1.8,1,nan,306,25
1552,Banova ljut,Croatia,7.9.2006.,2006-09-07,1 f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,278,42.724.023,18.023.649,tf,deep cave,,4,,"15,2","14,54366684","14,54366684","24,62399864",1130,32,"90,15075072",93,,2,1.8,1,nan,306,25
1553,Špilja za Gromačkom vlakom,Croatia,29.3.2003.,2003-03-29,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,630,42.743.509,18.027.359,,deep cave,,15,,"13,378","14,54366684","14,54366684","24,62399864",1130,29,"87,19003096",,,2,3,1,2439,2204,220
1554,Špilja za Gromačkom vlakom,Croatia,25.-26.3.2003.,2003-03-25/2003-03-26,"2 f,1juv",3,Agelenidae,Histopona,dubia,Histopona dubia,630,42.743.509,18.027.359,tb,deep cave,,15,,"13,378","14,54366684","14,54366684","24,62399864",1130,29,"87,19003096",,,2,3,1,2439,2204,220
1555,Špilja na vrh Toraca,Croatia,23.8.2005.,2005-08-23,1f,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,193,42.705.575,1.803.049,tf,deep cave,,3,"15,5","15,275","16,42202377","16,42202377","23,8571434",1128,29,"92,9323532","96,75",100,1,2,1,nan,65.5,17
1556,Močiljska špilja,Croatia,28.3.2003.,2003-03-28,1 m,1,Agelenidae,Histopona,dubia,Histopona dubia,333,42.689.061,18.071.906,tb,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
1557,Močiljska špilja,Croatia,,,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,333,42.689.061,18.071.906,,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
1558,Močiljska špilja,Croatia,28.3.2003.,2003-03-28,5 juv,5,Agelenidae,Histopona,sp.,Histopona sp.,333,42.689.061,18.071.906,,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
1559,Močiljska špilja,Croatia,8.10.2004.,2004-10-08,2 juv,2,Agelenidae,Histopona,sp.,Histopona sp.,333,42.689.061,18.071.906,,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
1561,Močiljska špilja,Croatia,1.4.2007.,2007-04-01,"1 m, 1f",2,Agelenidae,Histopona,dubia,Histopona dubia,333,42.689.061,18.071.906,tb,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
1563,Vilinska jama,Croatia,2.4.2007.,2007-04-02,1f,1,Agelenidae,Histopona,dubia,Histopona dubia,118,42.728.553,17.881.121,tb,deep cave,,10,,"13,6","16,61458397","16,61458397","23,72142792",1068,24,"91,19914008","84,6",,1,1,1,14.9,10.3,5.8
1564,Jama pod Sv. Spasom,Croatia,20.6.2001.,2001-06-20,"1juv m, 3 juv",4,Agelenidae,Histopona,bidens,Histopona bidens,50,42.731.779,17.542.409,tb,deep cave,,6,,"14,6","15,79444408","15,79444408","24,11999893",925,17,"103,7805159",,,6,7,1,nan,42,78
1565,Jama pod Sv. Spasom,Croatia,2.12.2001.,2001-12-02,1 m,1,Tetragnathidae,Metellina,merianae,Metellina merianae,50,42.731.779,17.542.409,Tf,deep cave,,6,,"14,6","15,79444408","15,79444408","24,11999893",925,17,"103,7805159",,,6,7,1,nan,42,78
1570,Močiljska špilja,Croatia,28.4.2010.,2010-04-28,"1m, 1juv",2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,333,42.689.061,18.071.906,tf,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
1571,Močiljska špilja,Croatia,28.4.2010.,2010-04-28,2 juv,2,Agelenidae,Histopona,sp.,Histopona sp.,333,42.689.061,18.071.906,,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
1572,Močiljska špilja,Croatia,28.4.2010.,2010-04-28,"1 juv m,1juv",2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,333,42.689.061,18.071.906,tf,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
1573,Močiljska špilja,Croatia,28.4.2010.,2010-04-28,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,333,42.689.061,18.071.906,,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
1575,Špilja za Gromačkom vlakom,Croatia,27.4.2010.,2010-04-27,1f,1,Agelenidae,Histopona,dubia,Histopona dubia,630,42.743.509,18.027.359,tb,deep cave,,15,,"13,378","14,54366684","14,54366684","24,62399864",1130,29,"87,19003096",,,2,3,1,2439,2204,220
1576,Špilja za Gromačkom vlakom,Croatia,27.4.2010.,2010-04-27,5 juv,5,Agelenidae,Histopona,sp.,Histopona sp.,630,42.743.509,18.027.359,,deep cave,,15,,"13,378","14,54366684","14,54366684","24,62399864",1130,29,"87,19003096",,,2,3,1,2439,2204,220
1581,Banova ljut,Croatia,4.4.2007.,2007-04-04,1 juv,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,278,42.724.023,18.023.649,tf,deep cave,,4,,"15,2","14,54366684","14,54366684","24,62399864",1130,32,"90,15075072",93,,2,1.8,1,nan,306,25
1583,Jama pod Sv. Spasom,Croatia,20.6.2001.,2001-06-20,1juv,1,Agelenidae,Tegenaria,sp.,Tegenaria sp.,50,42.731.779,17.542.409,,deep cave,,6,,"14,6","15,79444408","15,79444408","24,11999893",925,17,"103,7805159",,,6,7,1,nan,42,78
1591,Kukor,Croatia,19.6.2002.,2002-06-19,1f,1,Theridiidae,Gen.,sp.,Gen. sp.,587,43.355.609,16.991.707,,,,10,,"15,4","12,63749981","12,63749981","25,40833473",906,29,"68,94753675",,,1,1,1,264,213,40
1593,Markov ponor,Croatia,15.8.2009.,2009-08-15,1f,1,Linyphiidae,Troglohyphantes,sp. 3,Troglohyphantes sp. 3,562,44.765.318,15.176.875,tb,deep cave,,1,,"6,6","8,673000336","8,673000336","27,76000023",1341,23,"316,7274136","96,7",,5,7,1,2240,1725,69
1610,Medvjeđa špilja,Croatia,20.10.1996.,1996-10-20,"2m, 2f",4,Dysderidae,Parastalita,stygia,Parastalita stygia,758,45.363.572,14.757.905,Tb,deep cave,,3,,"10,95","7,299499989","7,299499989","26,94799995",1530,25,"411,6907421",,,nan,nan,1,nan,nan,nan
1611,Medvjeđa špilja,Croatia,20.10.1996.,1996-10-20,1 juv m?,1,Dysderidae,Stalita,pretneri,Stalita pretneri,758,45.363.572,14.757.905,Tb,deep cave,,3,,"10,95","7,299499989","7,299499989","26,94799995",1530,25,"411,6907421",,,nan,nan,1,nan,nan,nan
1624,Špilja kod Nerezinog dola,Croatia,8.8.1996.,1996-08-08,"1m, 1juv",2,Dysderidae,Folkia,inermis,Folkia inermis,177,42.758.378,17.436.094,Tb,deep cave,,6,,"13,883","16,10370445","16,10370445","23,88333321",874,24,"106,1225494","95,342",,6,2.5,1,nan,35,5.5
1626,Pišurka,Croatia,28.8.1995.,1995-08-28,1juv,1,Dysderidae,Folkia,haasi,Folkia haasi,17,42.959.451,17.129.228,Tb,deep cave,,5,,"13,925","14,0666666","14,0666666","24,28125",833,25,"105,2150766","84,833",,6,1.3,1,86,75,32
1628,Pišurka,Croatia,12.2.1998.,1998-02-12,2 juv,2,Dysderidae,Folkia,haasi,Folkia haasi,17,42.959.451,17.129.228,Tb,deep cave,,5,,"13,925","14,0666666","14,0666666","24,28125",833,25,"105,2150766","84,833",,6,1.3,1,86,75,32
1634,Pišurka,Croatia,2.6.2000.,2000-06-02,2 juv,2,Dysderidae,Folkia,haasi,Folkia haasi,17,42.959.451,17.129.228,Tb,deep cave,,5,,"13,925","14,0666666","14,0666666","24,28125",833,25,"105,2150766","84,833",,6,1.3,1,86,75,32
1639,Močiljska špilja,Croatia,1.11.2003.,2003-11-01,1m,1,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,333,42.689.061,18.071.906,Tb,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
1640,Šipun,Croatia,26.3.2004.,2004-03-26,1f,1,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.583.646,18.217.986,Tb,deep cave,,11,,"15,4","15,02037048","15,02037048","24,28333282",1208,2,"111,3036255","97,8",,1.5,2.5,1,165,150,22.5
1641,Močiljska špilja,Croatia,9.2.1998.,1998-02-09,1f,1,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,333,42.689.061,18.071.906,Tb,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
1642,Močiljska špilja,Croatia,25.3.2004.,2004-03-25,1m,1,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,333,42.689.061,18.071.906,Tb,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
1643,Močiljska špilja,Croatia,21.6.2001.,2001-06-21,"1f, 1 juv",2,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,333,42.689.061,18.071.906,Tb,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
1644,Šipun,Croatia,12.2.2005.,2005-02-12,1f,1,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.583.646,18.217.986,Tb,deep cave,,11,,"15,4","15,02037048","15,02037048","24,28333282",1208,2,"111,3036255","97,8",,1.5,2.5,1,165,150,22.5
1645,Šipun,Croatia,19.8.2005.,2005-08-19,2 juv,2,Dysderidae,Stalagtia,sp. 1,Stalagtia sp. 1,,42.583.646,18.217.986,Tb,deep cave,,11,,"15,4","15,02037048","15,02037048","24,28333282",1208,2,"111,3036255","97,8",,1.5,2.5,1,165,150,22.5
1646,Močiljska špilja,Croatia,27.6.2003.,2003-06-27,1juvm,1,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,333,42.689.061,18.071.906,Tb,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
1647,Močiljska špilja,Croatia,28.3.2003.,2003-03-28,2 juv,2,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,333,42.689.061,18.071.906,Tb,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
1649,Močiljska špilja,Croatia,1.11.2003.,2003-11-01,1 juv,1,Dysderidae,Stalagtia,sp. 5,Stalagtia sp. 5,333,42.689.061,18.071.906,Tb,deep cave,,6,"15,4","14,7","15,5370369","15,5370369","24,25",1154,26,"95,48772633",,,5,2.5,1,1038,938,138
1656,Stara jametina,Croatia,10.10.2010.,2010-10-10,1 juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,161,43.794.009,1.600.259,Tb,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
1657,Miljacka 2,Croatia,8.10.2010.,2010-10-08,"1m, 1f, 4 juv",6,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,224,440.002,16.016.234,tf,deep cave,,4,,"12,6","13,29333305","13,29333305","28,4279995",894,32,"177,675492",,,,,,,,
1658,Stara jametina,Croatia,10.10.2010.,2010-10-10,1juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,161,43.794.009,1.600.259,Tb,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
1659,Stara jametina,Croatia,10.10.2010.,2010-10-10,1 juv,1,Agelenidae,Histopona,sp.,Histopona sp.,161,43.794.009,1.600.259,,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
1663,Sedrena špilja kod stola,Croatia,5.10.2010.,2010-10-05,1 m,1,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,247,4.401.385,16.068.978,tf,deep cave,,2,"6,1","6,1","13,18266678","13,18266678","28,31999969",900,29,"172,9455136","85,7","85,7",1,1,1,nan,21,2
1664,Miljacka 2,Croatia,8.10.2010.,2010-10-08,"1m, 1f",2,Nesticidae,Kryptonesticus,eremita,Kryptonesticus eremita,224,440.002,16.016.234,tf,deep cave,,4,,"12,6","13,29333305","13,29333305","28,4279995",894,32,"177,675492",,,,,,,,
1665,Jazinka,Croatia,10.10.2010.,2010-10-10,1 juv,1,Dysderidae,Stalagtia,sp. 4,Stalagtia sp. 4,162,43.975.892,16.029.694,Tb,deep cave,,2,,13,"13,5286665","13,5286665","28,34799957",864,23,"174,9933462",,,2,1,1,42,42,4
1667,Stara jametina,Croatia,10.10.2010.,2010-10-10,1m,1,Linyphiidae,Palliduphantes,istrianus,Palliduphantes istrianus,161,43.794.009,1.600.259,Tf,deep cave,,6,"13,4","13,2","14,21000004","14,21000004","27,66799927",790,20,"170,7986956","90,95","91,7",12,8,1,nan,188,85
