sample ID;locality;country;Collection date;eventDate;Number and gender;individualCount;Family;Genus;species;scientific name;Z;decimalLatitude;decimalLongitude;Troglomorphy;habitat;joint coordinates;unique species count;air temperature;deepest air temperature;média temperature
8333;Nikoli?eva pe?ina;Croatia;15.9.2023.;2023-09-15;1juvm, 2juv;3;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 906 031;15 617 462;Tf;deep cave;4 490 603 115 617 460;7;;;
8335;Nikoli?eva pe?ina;Croatia;15.9.2023.;2023-09-15;1f;1;Tetragnathidae;Meta;menardi;Meta menardi;;44 906 031;15 617 462;Tf;deep cave;4 490 603 115 617 460;7;;;
8336;Nikoli?eva pe?ina;Croatia;15.9.2023.;2023-09-15;1f;1;Dysderidae;Harpactea;sp. 28;Harpactea sp. 28;;44 906 031;15 617 462;Tf;deep cave;4 490 603 115 617 460;7;;;
8339;Nikoli?eva pe?ina;Croatia;8.5.2023.;2023-05-08;1juv;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 906 031;15 617 462;Tf;deep cave;4 490 603 115 617 460;7;;;
8340;Nikoli?eva pe?ina;Croatia;8.5.2023.;2023-05-08;1f;1;Agelenidae;Tegenaria;silvestris;Tegenaria silvestris;;44 906 031;15 617 462;Tf;deep cave;4 490 603 115 617 460;7;;;
8341;Nikoli?eva pe?ina;Croatia;8.5.2023.;2023-05-08;1f;1;Dysderidae;Dysderocrates;storkani;Dysderocrates storkani;;44 906 031;15 617 462;Tf;deep cave;4 490 603 115 617 460;7;;;
8342;Nikoli?eva pe?ina (ispred);Croatia;15.9.2023.;2023-09-15;1juv;1;Dysderidae;Dysdera;sp.;Dysdera sp.;;44 906 031;15 617 462;Tx;Shallow subterranean habitat;4 490 603 115 617 460;7;;;
8344;Nikoli?eva pe?ina (ispred);Croatia;15.9.2023.;2023-09-15;1m;1;Agelenidae;Tegenaria;silvestris;Tegenaria silvestris;;44 906 031;15 617 462;Tf;shallow subterranean habitat;4 490 603 115 617 460;7;;;
8345;Nikoli?eva 2;Croatia;8.5.2023.;2023-05-08;2juv;2;Agelenidae;Tegenaria;sp.;Tegenaria sp.;;44 906 086;15 617 601;;deep cave;4 490 608 615 617 600;1;;;
8346;Nikoli?eva 2;Croatia;8.5.2023.;2023-05-08;1juvm, 1juv;2;Tetragnathidae;Meta;sp.;Meta sp.;;44 906 086;15 617 601;;deep cave;4 490 608 615 617 600;1;;;
8347;Miškopiš;Croatia;26.9.2023.;2023-09-26;1juv;1;Tetragnathidae;Metellina;sp.;Metellina sp.;;44 903 627;15 610 294;;deep cave;4 490 362 715 610 290;3;;;
8348;Miškopiš;Croatia;26.9.2023.;2023-09-26;3juv;3;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 903 627;15 610 294;Tf;deep cave;4 490 362 715 610 290;3;;;
8349;Miškopiš;Croatia;26.9.2023.;2023-09-26;1f;1;Cybaeidae;Mastigusa;macrophthalma;Mastigusa macrophthalma;;44 903 627;15 610 294;Tx;deep cave;4 490 362 715 610 290;3;;;
8350;Špiljski vrt;Croatia;13.9.2023.;2023-09-13;3juv;3;Tetragnathidae;Meta;sp.;Meta sp.;;44 872 487;15 598 573;;deep cave;4 487 248 715 598 570;4;;;
8351;Špiljski vrt;Croatia;13.9.2023.;2023-09-13;2juvm;2;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 872 487;15 598 573;Tf;deep cave;4 487 248 715 598 570;4;;;
8352;Špiljski vrt;Croatia;13.9.2023.;2023-09-13;1f;1;Agelenidae;Tegenaria;silvestris;Tegenaria silvestris;;44 872 487;15 598 573;Tf;deep cave;4 487 248 715 598 570;4;;;
8353;Špiljski vrt;Croatia;13.9.2023.;2023-09-13;1m;1;Linyphiidae;Porrhomma;convexum;Porrhomma convexum;;44 872 487;15 598 573;Tf;deep cave;4 487 248 715 598 570;4;;;
8354;Špiljski vrt;Croatia;14.9.2023.;2023-09-14;1m;1;Agelenidae;Tegenaria;silvestris;Tegenaria silvestris;;44 872 487;15 598 573;Tf;deep cave;4 487 248 715 598 570;4;;;
8355;Špiljski vrt;Croatia;14.9.2023.;2023-09-14;1juv;1;Tetragnathidae;Meta;sp.;Meta sp.;;44 872 487;15 598 573;;deep cave;4 487 248 715 598 570;4;;;
8357;Špiljski vrt, okolo;Croatia;14.9.2023.;2023-09-14;2f;2;Familia x;Gen.;sp.;Gen. sp.;;44 872 487;15 598 573;;Shallow subterranean habitat;4 487 248 715 598 570;4;;;
8358;Špilja pokraj staze;Croatia;14.9.2023.;2023-09-14;1m, 1juv;2;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;44 907 951;15 610 873;tf;deep cave;4 490 795 115 610 870;10;;;
8359;Špilja pokraj staze;Croatia;23.9.2023.;2023-09-23;1juv;1;Tetragnathidae;Meta;sp.;Meta sp.;;44 907 951;15 610 873;;deep cave;4 490 795 115 610 870;10;;;
8362;Špilja pokraj staze (ispred);Croatia;14.9.2023.;2023-09-14;1f;1;Cybaeidae;Mastigusa;macrophthalma;Mastigusa macrophthalma;;44 907 951;15 610 873;Tx;shallow subterranean habitat;4 490 795 115 610 870;10;;;
8363;Špilja sa zoljom;Croatia;24.9.2023.;2023-09-24;3juv;3;Tetragnathidae;Meta;sp.;Meta sp.;;44 877 091;15 646 143;;deep cave;4 487 709 115 646 140;2;;;
8364;Špilja sa zoljom;Croatia;24.9.2023.;2023-09-24;1m;1;Agelenidae;Tegenaria;silvestris;Tegenaria silvestris;;44 877 091;15 646 143;Tf;deep cave;4 487 709 115 646 140;2;;;
8366;Velika pe?ina, kanjon Korane;Croatia;23.9.2023.;2023-09-23;1f;1;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;44 911 213;15 606 871;tf;deep cave;4 491 121 315 606 870;7;;;
8367;Velika pe?ina, kanjon Korane;Croatia;23.9.2023.;2023-09-23;1m;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;44 911 213;15 606 871;Tf;deep cave;4 491 121 315 606 870;7;;;
8368;Velika pe?ina, kanjon Korane;Croatia;14.5.2023.;2023-05-14;1juv;1;Agelenidae;Tegenaria;sp.;Tegenaria sp.;;44 911 213;15 606 871;;deep cave;4 491 121 315 606 870;7;;;
8369;Velika pe?ina, kanjon Korane;Croatia;14.5.2023.;2023-05-14;1f;1;Dysderidae;Harpactea;sp. 28;Harpactea sp. 28;;44 911 213;15 606 871;Tf;deep cave;4 491 121 315 606 870;7;;;
8373;Lijepa jama u Ljeskovoj strani, okolo;Croatia;16.9.2023.;2023-09-16;1f;1;Dysderidae;Dysdera;sp.;Dysdera sp.;;44 896 675;15 482 648;Tx;Shallow subterranean habitat;4 489 667 515 482 640;4;;;
8374;Hanžekova jama;Croatia;16.6.2022.;2022-06-16;1m, 1juvm, 1juv;3;Linyphiidae;Porrhomma;egeria;Porrhomma egeria;;46 155 463;161 171;;deep cave;46 155 463 161 171;5;;;
8377;Jama Trnika;Croatia;7.1.2023.;2023-01-07;2juv;2;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;4 314 734;1 739 685;Tb;deep cave;43 147 341 739 685;2;;;
8378;Bara?eve špilje (ispred);Croatia;3.10.2020.;2020-10-03;2f, 1juv;3;Dysderidae;Dysdera;sp.;Dysdera sp.;;44 984 157;15 723 225;Tx;;4 498 415 715 723 220;8;;;
8379;Bara?eve špilje (ispred);Croatia;3.10.2020.;2020-10-03;1f;1;Linyphiidae;Gen.;sp. X;Gen. sp. X;;44 984 157;15 723 225;;;4 498 415 715 723 220;8;;;
8380;Špilja Vraneti?;Croatia;5.1.2023.;2023-01-05;1f, 1juv;2;Linyphiidae;Centromerus;sp.;Centromerus sp.;;4 311 386;1 745 314;;;43 113 861 745 314;2;;;
8381;Špilja Vraneti?;Croatia;5.1.2023.;2023-01-05;1m;1;Leptonetidae;Barusia;maheni;Barusia maheni;;4 311 386;1 745 314;tf;deep cave;43 113 861 745 314;2;;;
8383;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;;13
8383;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;13,4;13,4
8384;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv/f;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;;13
8384;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv/f;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;13,4;13,4
8385;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;;13
8385;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;13,4;13,4
8386;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;;13
8386;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;13,4;13,4
8387;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;;13
8387;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;13,4;13,4
8388;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;;13
8388;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;13,4;13,4
8389;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;;13
8389;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;13,4;13,4
8390;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;;13
8390;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;13,4;13,4
8391;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;;13
8391;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;13,4;13,4
8392;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;;13
8392;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;13,4;13,4
8393;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;;13
8393;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;13,4;13,4
8394;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;;13
8394;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;13,4;13,4
8395;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;;13
8395;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;13,4;13,4
8396;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;;13
8396;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;13,4;13,4
8397;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;;13
8397;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;13,4;13,4
8398;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;;13
8398;Stara jametina;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 794 009;1 600 259;Tb;deep cave;437 940 091 600 259;6;;13,4;13,4
8399;ispred Špilje ispod Vukovi?a poda;Croatia;12.1.2024.;2024-01-12;1juv;1;Dysderidae;Harpactea;sp.;Harpactea sp.;;4 385 296;1 597 176;;;43 852 961 597 176;3;;;
8400;Veli sklop III;Croatia;5.12.2023.;2023-12-05;1juvm;1;Agelenidae;Histopona;egonpretneri;Histopona egonpretneri;;4 431 234;15 482 802;Tb;deep cave;443 123 415 482 802;2;;;
8401;Veli sklop III;Croatia;5.12.2023.;2023-12-05;1m, 1f, 2juv;4;Leptonetidae;Cataleptoneta;lingulata;Cataleptoneta lingulata;;4 431 234;15 482 802;tb;deep cave;443 123 415 482 802;2;;;
8402;Veli sklop III;Croatia;5.12.2023.;2023-12-05;3m, 1f;4;Leptonetidae;Cataleptoneta;lingulata;Cataleptoneta lingulata;;4 431 234;15 482 802;tb;deep cave;443 123 415 482 802;2;;;
8403;Veli sklop III;Croatia;5.12.2023.;2023-12-05;2juv;2;Agelenidae;Histopona;egonpretneri;Histopona egonpretneri;;4 431 234;15 482 802;Tb;deep cave;443 123 415 482 802;2;;;
8405;Jama 4 bužira;Croatia;3.12.2023.;2023-12-03;1juvm;1;Dysderidae;Harpactea;sp.;Harpactea sp.;;44 334 304;15 466 627;;;4 433 430 415 466 620;1;;;
8406;Moja prva dvadesetica;Croatia;6.12.2023.;2023-12-06;1f, 1juv;2;Agelenidae;Histopona;egonpretneri;Histopona egonpretneri;;44 298 723;15 542 745;Tb;deep cave;4 429 872 315 542 740;3;;;
8407;Moja prva dvadesetica;Croatia;6.12.2023.;2023-12-06;1m, 1f, 3juv;5;Linyphiidae;Troglohyphantes;sp. 14;Troglohyphantes sp. 14;;44 298 723;15 542 745;tb;deep cave;4 429 872 315 542 740;3;;;
8408;Moja prva dvadesetica;Croatia;6.12.2023.;2023-12-06;2juv;2;Linyphiidae;Troglohyphantes;sp. 14;Troglohyphantes sp. 14;;44 298 723;15 542 745;tb;deep cave;4 429 872 315 542 740;3;;;
8409;Moja prva dvadesetica;Croatia;6.12.2023.;2023-12-06;1f;1;Linyphiidae;Micrargus;sp.;Micrargus sp.;;44 298 723;15 542 745;;;4 429 872 315 542 740;3;;;
8410;Moja prva dvadesetica;Croatia;6.12.2023.;2023-12-06;2juv;2;Agelenidae;Histopona;egonpretneri;Histopona egonpretneri;;44 298 723;15 542 745;Tb;deep cave;4 429 872 315 542 740;3;;;
8411;Moja prva dvadesetica;Croatia;6.12.2023.;2023-12-06;1juvm, 2juv;3;Linyphiidae;Troglohyphantes;sp. 14;Troglohyphantes sp. 14;;44 298 723;15 542 745;tb;deep cave;4 429 872 315 542 740;3;;;
8412;Ivina jama podno Njiva;Croatia;3.12.2023.;2023-12-03;1m, 1f, 1juv;3;Agelenidae;Histopona;egonpretneri;Histopona egonpretneri;;44 317 915;15 468 907;Tb;deep cave;4 431 791 515 468 900;1;;;
8414;Ivina jama podno Njiva;Croatia;3.12.2023.;2023-12-03;1m;1;Agelenidae;Histopona;egonpretneri;Histopona egonpretneri;;44 317 915;15 468 907;Tb;deep cave;4 431 791 515 468 900;1;;;
8416;Pisanica jama;Croatia;4.12.2023.;2023-12-04;1m, 1juv;2;Agelenidae;Histopona;egonpretneri;Histopona egonpretneri;;44 315 233;15 492 478;Tb;deep cave;4 431 523 315 492 470;1;;;
8419;Samogradi?;Croatia;29.12.2023.;2023-12-29;1f;1;Tetragnathidae;Meta;menardi;Meta menardi;;44 752 313;15 265 555;Tf;deep cave;4 475 231 315 265 550;10;;;
8421;Samogradi?;Croatia;18.10.2023.;2023-10-18;1f;1;Agelenidae;Tegenaria;sp. 9;Tegenaria sp. 9;;44 752 313;15 265 555;;;4 475 231 315 265 550;10;;;
8423;Budina špilja;Croatia;8.1.2024.;2024-01-08;1f;1;Tetragnathidae;Meta;menardi;Meta menardi;;4 471 694;15 360 985;Tf;deep cave;447 169 415 360 985;6;;;
8424;Samogradi?;Croatia;8.1.2024.;2024-01-08;1f;1;Agelenidae;Tegenaria;bosnica;Tegenaria bosnica;;44 752 313;15 265 555;;;4 475 231 315 265 550;10;;;
8425;Samogradi?;Croatia;8.1.2024.;2024-01-08;1f;1;Agelenidae;Tegenaria;sp. 10;Tegenaria sp. 10;;44 752 313;15 265 555;;;4 475 231 315 265 550;10;;;
8426;Samogradi?;Croatia;18.10.2023.;2023-10-18;1 juv m;1;Agelenidae;Tegenaria;sp.;Tegenaria sp.;;44 752 313;15 265 555;;;4 475 231 315 265 550;10;;;
8427;Zdenec pri Ciglaru;Croatia;24.9.2023.;2023-09-24;1f;1;Tetragnathidae;Meta;menardi;Meta menardi;;46 283 906;1 606 104;Tf;deep cave;462 839 061 606 104;4;;;
8428;Zdenec pri Ciglaru;Croatia;24.9.2023.;2023-09-24;1f;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;46 283 906;1 606 104;tf;deep cave;462 839 061 606 104;4;;;
8429;Zdenec pri Ciglaru;Croatia;24.9.2023.;2023-09-24;1f;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;46 283 906;1 606 104;tf;deep cave;462 839 061 606 104;4;;;
8431;Samogradi?;Croatia;29.12.2023.;2023-12-29;1f;1;Agelenidae;Tegenaria;sp. 10;Tegenaria sp. 10;;44 752 313;15 265 555;;;4 475 231 315 265 550;10;;;
8433;Samogradi?;Croatia;29.12.2023.;2023-12-29;1f;1;Agelenidae;Tegenaria;bosnica;Tegenaria bosnica;;44 752 313;15 265 555;;deep cave;4 475 231 315 265 550;10;;;
8434;Samogradi?;Croatia;8.1.2024.;2024-01-08;1f;1;Agelenidae;Tegenaria;sp. 10;Tegenaria sp. 10;;44 752 313;15 265 555;;;4 475 231 315 265 550;10;;;
8435;Budina špilja;Croatia;2.8.2023.;2023-08-02;1juvm;1;Agelenidae;Tegenaria;sp.;Tegenaria sp.;;4 471 694;15 360 985;;;447 169 415 360 985;6;;;
8437;Budina špilja;Croatia;3.6.2023.;2023-06-03;3f, 2m, 2juv;7;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;4 471 694;15 360 985;tf;deep cave;447 169 415 360 985;6;;;
8438;Budina špilja;Croatia;3.6.2023.;2023-06-03;1m, 3juv;4;Tetragnathidae;Meta;menardi;Meta menardi;;4 471 694;15 360 985;Tf;deep cave;447 169 415 360 985;6;;;
8440;Budina špilja;Croatia;3.6.2023.;2023-06-03;1m, 1juvf;2;Dysderidae;Parastalita;stygia;Parastalita stygia;;4 471 694;15 360 985;tb;deep cave;447 169 415 360 985;6;;;
8441;Budina špilja;Croatia;27.5.2023.;2023-05-27;2m;2;Dysderidae;Parastalita;stygia;Parastalita stygia;;4 471 694;15 360 985;tb;deep cave;447 169 415 360 985;6;;;
8442;Budina špilja;Croatia;8.1.2024.;2024-01-08;1m;1;Dysderidae;Parastalita;stygia;Parastalita stygia;;4 471 694;15 360 985;tb;deep cave;447 169 415 360 985;6;;;
8443;Samogradi?;Croatia;2.8.2023.;2023-08-02;1 juvm;1;Dysderidae;Harpactea;sp.;Harpactea sp.;;44 752 313;15 265 555;;;4 475 231 315 265 550;10;;;
8444;Samogradi?;Croatia;2.8.2023.;2023-08-02;1f;1;Theridiidae;Episinus;cavernicola;Episinus cavernicola;;44 752 313;15 265 555;Tf;deep cave;4 475 231 315 265 550;10;;;
8445;Budina špilja;Croatia;2.8.2023.;2023-08-02;1m, 1f;2;Dysderidae;Parastalita;stygia;Parastalita stygia;;4 471 694;15 360 985;tb;deep cave;447 169 415 360 985;6;;;
8446;Budina špilja;Croatia;2.8.2023.;2023-08-02;1f;1;Dysderidae;Parastalita;stygia;Parastalita stygia;;4 471 694;15 360 985;tb;deep cave;447 169 415 360 985;6;;;
8448;Samogradi?;Croatia;3.6.2023.;2023-06-03;1juv;1;Dysderidae;Harpactea;sp.;Harpactea sp.;;44 752 313;15 265 555;;;4 475 231 315 265 550;10;;;
8449;Samogradi?;Croatia;3.6.2023.;2023-06-03;1juv;1;Tetragnathidae;Meta;sp.;Meta sp.;;44 752 313;15 265 555;;;4 475 231 315 265 550;10;;;
8450;Samogradi?;Croatia;2.8.2023.;2023-08-02;1juv;1;Dysderidae;Stalita;pretneri;Stalita pretneri;;44 752 313;15 265 555;tb;deep cave;4 475 231 315 265 550;10;;;
8451;Zdenec pri Ciglaru;Croatia;24.9.2023.;2023-09-24;1f;1;Tetragnathidae;Metellina;merianae;Metellina merianae;;46 283 906;1 606 104;Tf;deep cave;462 839 061 606 104;4;;;
8452;Zdenec pri Ciglaru;Croatia;24.9.2023.;2023-09-24;1juv;1;Agelenidae;Tegenaria;sp.;Tegenaria sp.;;46 283 906;1 606 104;;deep cave;462 839 061 606 104;4;;;
8453;Zdenec pri Ciglaru;Croatia;24.9.2023.;2023-09-24;1juv;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;46 283 906;1 606 104;tf;deep cave;462 839 061 606 104;4;;;
8454;Zdenec pri Ciglaru;Croatia;24.9.2023.;2023-09-24;1juv;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;46 283 906;1 606 104;tf;deep cave;462 839 061 606 104;4;;;
8456;Zdenec pri Ciglaru;Croatia;24.9.2023.;2023-09-24;1juv;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;46 283 906;1 606 104;tf;deep cave;462 839 061 606 104;4;;;
8457;Zdenec pri Ciglaru;Croatia;24.9.2023.;2023-09-24;1juv;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;46 283 906;1 606 104;tf;deep cave;462 839 061 606 104;4;;;
8459;Zdenec pri Ciglaru;Croatia;24.9.2023.;2023-09-24;4juv;4;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;46 283 906;1 606 104;tf;deep cave;462 839 061 606 104;4;;;
8460;Dopolanš?ica;Croatia;24.9.2023.;2023-09-24;1 juv;1;Tetragnathidae;Meta;sp.;Meta sp.;;46 275 019;16 059 652;;;4 627 501 916 059 650;4;;;
8461;Dopolanš?ica;Croatia;24.9.2023.;2023-09-24;3juv;3;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;46 275 019;16 059 652;tf;deep cave;4 627 501 916 059 650;4;;;
8463;Dopolanš?ica;Croatia;24.9.2023.;2023-09-24;1f;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;46 275 019;16 059 652;tf;deep cave;4 627 501 916 059 650;4;;;
8465;Dopolanš?ica;Croatia;24.9.2023.;2023-09-24;1f;1;Linyphiidae;Porrhomma;convexum;Porrhomma convexum;;46 275 019;16 059 652;;deep cave;4 627 501 916 059 650;4;;;
8466;Dopolanš?ica;Croatia;24.9.2023.;2023-09-24;1f;1;Tetragnathidae;Meta;menardi;Meta menardi;;46 275 019;16 059 652;Tf;deep cave;4 627 501 916 059 650;4;;;
8467;Dopolanš?ica;Croatia;24.9.2023.;2023-09-24;1juvm;1;Tetragnathidae;Meta;menardi;Meta menardi;;46 275 019;16 059 652;Tf;deep cave;4 627 501 916 059 650;4;;;
8468;Dopolanš?ica;Croatia;24.9.2023.;2023-09-24;3f;3;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;46 275 019;16 059 652;tf;deep cave;4 627 501 916 059 650;4;;;
8470;Inžinjerka;Croatia;28.9.2023.;2023-09-28;1juvm;1;Tetragnathidae;Meta;menardi;Meta menardi;;46 157 711;16 144 475;Tf;deep cave;4 615 771 116 144 470;4;;;
8472;Škedenj;Croatia;25.9.2023.;2023-09-25;1f;1;Tetragnathidae;Meta;menardi;Meta menardi;;46 270 809;16 023 761;Tf;deep cave;4 627 080 916 023 760;3;;;
8474;Škedenj;Croatia;25.9.2023.;2023-09-25;1juv;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;46 270 809;16 023 761;;deep cave;4 627 080 916 023 760;3;;;
8475;Inžinjerka;Croatia;28.9.2023.;2023-09-28;1f;1;Theridiidae;Pholcomma;gibbum;Pholcomma gibbum;;46 157 711;16 144 475;Tx;;4 615 771 116 144 470;4;;;
8477;Duplja?a;Croatia;28.9.2023.;2023-09-28;1m;1;Tetragnathidae;Metellina;merianae;Metellina merianae;;46 162 034;16 140 252;Tf;deep cave;4 616 203 416 140 250;1;;;
8478;Inžinjerka;Croatia;28.9.2023.;2023-09-28;2f, 1juv;3;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;46 157 711;16 144 475;tf;deep cave;4 615 771 116 144 470;4;;;
8479;Inžinjerka;Croatia;28.9.2023.;2023-09-28;1juvm;1;Nesticidae;Nesticus;cellulanus;Nesticus cellulanus;;46 157 711;16 144 475;tf;deep cave;4 615 771 116 144 470;4;;;
8480;Samogradi?;Croatia;2.8.2023.;2023-08-02;1m;1;Linyphiidae;Palliduphantes;sp. X;Palliduphantes sp. X;;44 752 313;15 265 555;;;4 475 231 315 265 550;10;;;
