sample ID;locality;country;Collection date;eventDate;Number and gender;individualCount;Family;Genus;species;scientific name;Z;decimalLatitude;decimalLongitude;Troglomorphy;habitat;joint coordinates;unique species count;air temperature;deepest air temperature;média temperature
4829;Cinkalica 3;Croatia;14.5.2006.;2006-05-14;1f, 1juv;2;Linyphiidae;Saaristoa;firma;Saaristoa firma;405;4 627 707;16 041 044;;deep cave;462 770 716 041 044;2;;;
4830;Vihra;Croatia;28.5.2007.;2007-05-28;1f, 1juv;2;Linyphiidae;Saaristoa;firma;Saaristoa firma;;46 274 211;16 022 174;;deep cave;4 627 421 116 022 170;3;;;
4831;Izme?u planinarskih domova;Croatia;2.11.2007.;2007-11-02;1m;1;Linyphiidae;Gen.;sp. X;Gen. sp. X;;46 272 605;15 983 589;;;4 627 260 515 983 580;3;;;
4832;Izme?u planinarskih domova;Croatia;2.11.2007.;2007-11-02;1juv;1;Dysderidae;Harpactea;sp.;Harpactea sp.;;46 272 605;15 983 589;;;4 627 260 515 983 580;3;;;
4834;Cimerjanka jama;Croatia;13.5.2006.;2006-05-13;1f, 1juv;2;Linyphiidae;Troglohyphantes;sp. 12;Troglohyphantes sp. 12;;46 272 207;15 993 125;tf;deep cave;4 627 220 715 993 120;1;;;
4836;Pogana jama;Croatia;27.10.2002.;2002-10-27;1f, 1juv;2;Linyphiidae;Porrhomma;egeria;Porrhomma egeria;860;45 791 346;15 431 046;;deep cave;4 579 134 615 431 040;1;;;
4839;Jama Bunovka 2;Croatia;24.3.2012.;2012-03-24;2f;2;Linyphiidae;Porrhomma;sp. 1;Porrhomma sp. 1;;45 816 455;15 579 173;;;4 581 645 515 579 170;3;;;
4840;Jama Bunovka 2;Croatia;24.3.2012.;2012-03-24;2f;2;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;45 816 455;15 579 173;tf;deep cave;4 581 645 515 579 170;3;;;
4841;Jama Bunovka 2;Croatia;24.3.2012.;2012-03-24;1f;1;Linyphiidae;Troglohyphantes;wiehlei;Troglohyphantes wiehlei;;45 816 455;15 579 173;tf;deep cave;4 581 645 515 579 170;3;;;
4844;Spilja na Rulevki;Croatia;17.1.2010.;2010-01-17;1f;1;Linyphiidae;Troglohyphantes;wiehlei;Troglohyphantes wiehlei;452;45 766 271;15 707 799;tf;deep cave;4 576 627 115 707 790;2;;;
4845;Spilja na Rulevki;Croatia;17.1.2010.;2010-01-17;1m, 5f;6;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;452;45 766 271;15 707 799;Tf;deep cave;4 576 627 115 707 790;2;;;
4847;Rudnik Sv. Barbare;Croatia;20.4.2013.;2013-04-20;1f;1;Linyphiidae;Porrhomma;convexum;Porrhomma convexum;;457 633 677 010 512;156 712 233 494 258;;deep cave;457 633 677 010 512 000 000 000 000 000;1;;;
4848;Rogovac;Croatia;15.9.2002.;2002-09-15;1m, 1juv;2;Linyphiidae;Porrhomma;convexum;Porrhomma convexum;;45 674 185;15 444 223;;deep cave;4 567 418 515 444 220;3;;;
4850;Jama Jamura;Croatia;15.9.2002.;2002-09-15;3m, 5f, 1juvm, 1juv;1;Linyphiidae;Porrhomma;convexum;Porrhomma convexum;;45 754 062;15 489 269;;deep cave;4 575 406 215 489 260;2;;;
4851;Rudnik Sv. Barbare;Croatia;20.4.2013.;2013-04-20;4f;4;Linyphiidae;Porrhomma;convexum;Porrhomma convexum;;457 633 677 010 512;156 712 233 494 258;;deep cave;457 633 677 010 512 000 000 000 000 000;1;;;
4852;Strunina jama;Croatia;5.9.2009.;2009-09-05;3f, 1juvm, 1juv;5;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;474;45 760 532;15 367 073;tf;deep cave;4 576 053 215 367 070;2;;;
4853;Strunina jama;Croatia;5.9.2009.;2009-09-05;1m;1;Familia x;Gen.;sp.;Gen. sp.;474;45 760 532;15 367 073;;;4 576 053 215 367 070;2;;;
4860;Mramor;Croatia;8.12.2002.;2002-12-08;1m;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;385;4 573 408;15 489 569;Tf;deep cave;457 340 815 489 569;1;;;
4861;Špilja ispod Gri?a u Badnju I;Croatia;7.12.2002.;2002-12-07;1m, 1juv;2;Agelenidae;Tegenaria;silvestris;Tegenaria silvestris;;45 768 108;15 448 854;Tf;deep cave;4 576 810 815 448 850;1;;;
4863;Špilja na Razromiru;Croatia;12.11.1995.;1995-11-12;2f;2;Agelenidae;Tegenaria;sp. X;Tegenaria sp. X;;45.3;14.6;;;45.314.6;1;;;
4864;Spilja kod izvora To?ak;Croatia;27.11.2006.;2006-11-27;2f;2;Tetragnathidae;Meta;menardi;Meta menardi;602;45 725 052;15 320 972;Tf;deep cave;4 572 505 215 320 970;4;;;
4865;Spilja kod izvora To?ak;Croatia;27.11.2006.;2006-11-27;1m;1;Agelenidae;Tegenaria;silvestris;Tegenaria silvestris;602;45 725 052;15 320 972;Tf;deep cave;4 572 505 215 320 970;4;;;
4866;Kaverna 781;Croatia;30.10.2016.;2016-10-30;1m, 5juv;6;Dysderidae;Stalagtia;sp. 1;Stalagtia sp. 1;;4 252 633;183 382;Tb;deep cave;4 252 633 183 382;4;;;12,3
4868;Pe?ina u Gaju;Croatia;20.10.2016.;2016-10-20;1juvm;1;Leptonetidae;Sulcia;sp. 14;Sulcia sp. 14;;42 704 486;1 808 282;;;427 044 861 808 282;2;;;
4870;Kaverna u tunelu HE Plat;Croatia;10.8.2000.;2000-08-10;1juv;1;Dysderidae;Stalagtia;sp. 2;Stalagtia sp. 2;;42 603 833;18 232 834;Tb;deep cave;4 260 383 318 232 830;2;;;
4872;?urovi?a jama;Croatia;31.10.2003.;2003-10-31;2f;2;Leptonetidae;Sulcia;sp.;Sulcia sp.;;42 559 979;18 263 559;;;4 255 997 918 263 550;4;;;17,267
4873;Pe?ina u Gaju;Croatia;20.10.2016.;2016-10-20;1m, 1f;2;Leptonetidae;Sulcia;sp. 14;Sulcia sp. 14;;42 704 486;1 808 282;;;427 044 861 808 282;2;;;
4874;Sumporne špilje;Croatia;7.10.2004.;2004-10-07;1juv;1;Pholcidae;Pholcus;sp.;Pholcus sp.;;42 673 168;18 089 354;;;4 267 316 818 089 350;5;;;
4875;Sumpora?a velika;Croatia;16.12.2006.;2006-12-16;1m, 1juv - ostaci/svlakovi;2;Dysderidae;Stalagtia;sp. 2;Stalagtia sp. 2;;42 673 168;18 089 354;Tb;deep cave;4 267 316 818 089 350;5;;;
4877;Vranja pe?;Croatia;2.11.2006.;2006-11-02;1f;1;Pholcidae;Stygopholcus;absoloni;Stygopholcus absoloni;230;42 868 266;17 812 427;;deep cave;4 286 826 617 812 420;2;;15,65;16,683
4878;Tunel kod Kaverne 781;Croatia;30.10.2016.;2016-10-30;1m;1;Tetragnathidae;Meta;bourneti;Meta bourneti;;4 252 633;183 382;Tf;deep cave;4 252 633 183 382;4;;;
4879;Jama u Predolcu;Croatia;14.9.2010.;2010-09-14;1juv;1;Dysderidae;Stalagtia;sp. 4_1;Stalagtia sp. 4_1;;43 046 428;17 658 771;Tb;deep cave;4 304 642 817 658 770;2;;;14,1
4882;Bobaj II;Croatia;27.2.2012.;2012-02-27;1f;1;Linyphiidae;Centromerus;densidentatus sp.n.;Centromerus densidentatus sp.n.;;43 035 229;17 600 087;;;4 303 522 917 600 080;3;;;
4884;Bobaj II;Croatia;27.2.2012.;2012-02-27;2f, 1juv;3;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;;43 035 229;17 600 087;Tf;deep cave;4 303 522 917 600 080;3;;;
4886;Mala špilja, Bazina;Croatia;14.6.2011.;2011-06-14;1juvm, 1juv;2;Dysderidae;Harpactea;sp.;Harpactea sp.;;4 368 634;16 548 617;;;436 863 416 548 617;1;;;
4887;Jama na vrhu Vlaška;Croatia;14.6.2011.;2011-06-14;1f;1;Linyphiidae;Palliduphantes;istrianus;Palliduphantes istrianus;;4 352 723;16 207 375;Tf;deep cave;435 272 316 207 375;1;;;
4888;Škarin Samograd;Croatia;19.12.2012.;2012-12-19;1m, 1f;2;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;43 781 501;1 609 613;tf;deep cave;437 815 011 609 613;3;;;
4889;Špilja Sv. Filipa i Jakoba;Croatia;5.5.2005.;2005-05-05;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 521 135;16 091 237;Tb;deep cave;4 352 113 516 091 230;5;;;
4890;Jama Gradina;Croatia;23.3.2017.;2017-03-23;1f;1;Leptonetidae;Barusia;maheni;Barusia maheni;;43 641 102;15 678 293;tf;deep cave;4 364 110 215 678 290;3;;15,3;15,3
4892;Jama Gradina;Croatia;23.3.2017.;2017-03-23;1m;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;43 641 102;15 678 293;Tf;deep cave;4 364 110 215 678 290;3;;15,3;15,3
4893;Jama Gradina;Croatia;23.3.2017.;2017-03-23;1m;1;Amaurobidae;Amaurobius;erberi;Amaurobius erberi;;43 641 102;15 678 293;Tx;deep cave;4 364 110 215 678 290;3;;15,3;15,3
4894;Špilja kod Vilišnice;Croatia;22.5.2016.;2016-05-22;1m;1;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;43 960 355;15 450 916;tf;deep cave;4 396 035 515 450 910;2;;;12,9
4896;Golubinka, Vu?evica;Croatia;15.6.2011.;2011-06-15;6f, 1juvm;7;Linyphiidae;Troglohyphantes;strandi;Troglohyphantes strandi;;43 583 491;16 413 783;tb;deep cave;4 358 349 116 413 780;1;;;
4897;Špilja u Radinovcima;Croatia;15.5.2016.;2016-05-15;1f;1;Nesticidae;Kryptonesticus;deelemanae;Kryptonesticus deelemanae;400;43 387 285;170 103;tb;deep cave;43 387 285 170 103;4;;;8,3
4897;Špilja u Radinovcima;Croatia;15.5.2016.;2016-05-15;1f;1;Nesticidae;Kryptonesticus;deelemanae;Kryptonesticus deelemanae;400;43 387 285;170 103;tb;deep cave;43 387 285 170 103;4;;;8,75
4899;Jama na Visokoj;Croatia;7.8.2007.;2007-08-07;1m, 5f;6;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;;4 368 201;16 607 257;Tf;deep cave;436 820 116 607 257;3;;;
4901;Jama u selu Kremena;Croatia;17.7.1997.;1997-07-17;2juv;2;Dysderidae;Stalagtia;sp. 4_1;Stalagtia sp. 4_1;25;4 297 199;1 750 171;Tb;deep cave;42 971 991 750 171;3;;;
4902;Vranja?a kod Trilja;Croatia;30.7.2007.;2007-07-30;1f, 1juvm, 1juv;3;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;;43 628 923;16 794 535;Tf;deep cave;4 362 892 316 794 530;1;;;
4903;Rudnik Kmegla;Croatia;13.2.2017.;2017-02-13;3f, 1juv;4;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;43 057 856;16 146 615;tf;deep cave;4 305 785 616 146 610;2;;;16
4904;Špilja u Radinovcima;Croatia;15.5.2016.;2016-05-15;1m;1;Nesticidae;Kryptonesticus;deelemanae;Kryptonesticus deelemanae;400;43 387 285;170 103;tb;deep cave;43 387 285 170 103;4;;;8,3
4904;Špilja u Radinovcima;Croatia;15.5.2016.;2016-05-15;1m;1;Nesticidae;Kryptonesticus;deelemanae;Kryptonesticus deelemanae;400;43 387 285;170 103;tb;deep cave;43 387 285 170 103;4;;;8,75
4906;Mala špilja kod Neori?a;Croatia;21.5.2016.;2016-05-21;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 686 348;16 548 611;Tb;deep cave;4 368 634 816 548 610;3;;;
4907;Mala špilja kod Neori?a;Croatia;21.5.2016.;2016-05-21;1juvm, 1juv;2;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;43 686 348;16 548 611;;deep cave;4 368 634 816 548 610;3;;;
4908;Pretnerova jama;Croatia;19.5.2016.;2016-05-19;1f;1;Agelenidae;Histopona;conveniens;Histopona conveniens;;43 339 276;17 038 312;Tf;deep cave;4 333 927 617 038 310;2;;;6,1
4908;Pretnerova jama;Croatia;19.5.2016.;2016-05-19;1f;1;Agelenidae;Histopona;conveniens;Histopona conveniens;;43 339 276;17 038 312;Tf;deep cave;4 333 927 617 038 310;2;;;4,78
4909;Jama na Vla?ine;Croatia;16.5.2016.;2016-05-16;2f;2;Linyphiidae;Troglohyphantes;svilajensis;Troglohyphantes svilajensis;;43 813 799;16 425 298;tb;deep cave;4 381 379 916 425 290;1;;;10,1
4911;Jama na vrhu Vlaška;Croatia;11.3.2011.;2011-03-11;1m, 1juvf;2;Linyphiidae;Palliduphantes;istrianus;Palliduphantes istrianus;;4 352 723;16 207 375;Tf;deep cave;435 272 316 207 375;1;;;
4912;Spilja od Bilosoja;Croatia;8.5.2005.;2005-05-08;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;;43 512 286;16 260 705;Tb;deep cave;4 351 228 616 260 700;1;;;
4914;Koraljna jama;Croatia;21.6.2011.;2011-06-21;1f;1;Linyphiidae;Troglohyphantes;strandi;Troglohyphantes strandi;;43 544 994;16 638 058;tb;deep cave;4 354 499 416 638 050;3;;;
4915;Koraljna jama;Croatia;21.6.2011.;2011-06-21;1f, 1juv;2;Linyphiidae;Troglohyphantes;dalmaticus;Troglohyphantes dalmaticus;;43 544 994;16 638 058;tf;deep cave;4 354 499 416 638 050;3;;;
4917;Golubinka više Mrši?a strane;Croatia;5.8.2006.;2006-08-05;2f;2;Linyphiidae;Palliduphantes;istrianus;Palliduphantes istrianus;;4 412 501;15 807 683;Tf;deep cave;441 250 115 807 683;3;;7,1;7,45
4918;Jama na vrhu Vlaška;Croatia;11.3.2011.;2011-03-11;6f, 1juv;7;Linyphiidae;Palliduphantes;istrianus;Palliduphantes istrianus;;4 352 723;16 207 375;Tf;deep cave;435 272 316 207 375;1;;;
4920;Gradska spila;Croatia;15.5.2016.;2016-05-15;1juv;1;Dysderidae;Stalagtia;sp. 4;Stalagtia sp. 4;755;43 318 029;17 117 623;Tb;deep cave;4 331 802 917 117 620;4;;;6,6
4922;Gradska spila;Croatia;15.5.2016.;2016-05-15;1m, 2f?, 8 juv;11;Leptonetidae;Sulcia;sp.;Sulcia sp.;755;43 318 029;17 117 623;;;4 331 802 917 117 620;4;;;6,6
4923;Tu?epska vilenja?a;Croatia;1.9.1998.;1998-09-01;1m, 1f, 1juvm, 2juvf;5;Linyphiidae;Typhlonyphia;sp. 1;Typhlonyphia sp. 1;1181;43 286 465;17 083 638;Tb;deep cave;4 328 646 517 083 630;8;;;9,967
4923;Tu?epska vilenja?a;Croatia;1.9.1998.;1998-09-01;1m, 1f, 1juvm, 2juvf;5;Linyphiidae;Typhlonyphia;sp. 1;Typhlonyphia sp. 1;1181;43 286 465;17 083 638;Tb;deep cave;4 328 646 517 083 630;8;;;11,2
4923;Tu?epska vilenja?a;Croatia;1.9.1998.;1998-09-01;1m, 1f, 1juvm, 2juvf;5;Linyphiidae;Typhlonyphia;sp. 1;Typhlonyphia sp. 1;1181;43 286 465;17 083 638;Tb;deep cave;4 328 646 517 083 630;8;;10,6;11,025
4927;Kuter?eva špilja;Croatia;25.5.2008.;2008-05-25;2f;2;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;45 120 864;15 635 259;Tf;deep cave;4 512 086 415 635 250;3;;;
4928;Kuter?eva špilja;Croatia;25.5.2008.;2008-05-25;1f;1;Linyphiidae;Diplocephalus;cristatus;Diplocephalus cristatus;;45 120 864;15 635 259;Tx;deep cave;4 512 086 415 635 250;3;;;
4929;Jama ispod strmog puta;Croatia;29.12.2012.;2012-12-29;1m;1;Dysderidae;Parastalita;stygia;Parastalita stygia;;45 324 271;15 516 477;Tb;deep cave;4 532 427 115 516 470;1;;;
4930;Bibi?ka špilja;Croatia;24.7.2011.;2011-07-24;1m;1;Dysderidae;Parastalita;stygia;Parastalita stygia;200;45 335 921;15 254 079;Tb;deep cave;4 533 592 115 254 070;3;;;
4931;Medina pe?ina;Croatia;16.5.2014.;2014-05-16;1m;1;Dysderidae;Parastalita;stygia;Parastalita stygia;;4 463 744;15 364 535;Tb;deep cave;446 374 415 364 535;1;;;8,2
4932;Flanjkova špilja;Croatia;31.8.2013.;2013-08-31;1m;1;Dysderidae;Parastalita;stygia;Parastalita stygia;;45 111 482;15 600 318;Tb;deep cave;4 511 148 215 600 310;1;;;
4934;Jopi?eva špilja;Croatia;20.11.2015.;2015-11-20;1f;1;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;45 301 113;15 592 877;tf;deep cave;4 530 111 315 592 870;5;;;9,2
4935;Jama Jankonka;Croatia;16.1.1999.;1999-01-16;1m;1;Dysderidae;Parastalita;stygia;Parastalita stygia;;45 397 377;15 248 276;Tb;deep cave;4 539 737 715 248 270;1;;;
4936;Per?evi?a špilja;Croatia;29.1.2008.;2008-01-29;1f;1;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;;45 242 617;15 336 296;tb;deep cave;4 524 261 715 336 290;3;;;
4937;Jama ispod heliodroma;Croatia;5.12.2005.;2005-12-05;1m, 4f, 1juv;6;Linyphiidae;Micrargus;apertus;Micrargus apertus;;45 260 209;15 144 297;;;4 526 020 915 144 290;1;;;
4938;Plantaža;Croatia;11.6.2005.;2005-06-11;2f, 4juvm, 1juv;7;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;;45 227 501;15 325 084;tb;deep cave;4 522 750 115 325 080;2;;;
4939;Baji?a 5 špilja;Croatia;6.3.2009.;2009-03-06;1f;1;Linyphiidae;Diplocephalus;cristatus;Diplocephalus cristatus;;45 251 575;15 848 598;;;4 525 157 515 848 590;1;;;
4940;Jopi?eva špilja;Croatia;27.2.2000.;2000-02-27;2f;2;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;45 301 113;15 592 877;Tf;deep cave;4 530 111 315 592 870;5;;;9,2
4941;Biserujka;Croatia;9.7.2007.;2007-07-09;1m;1;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;45 187 464;1 460 981;tf;deep cave;451 874 641 460 981;1;;;14,8
4942;Miki?a jama;Croatia;27.8.2015.;2015-08-27;1m;1;Linyphiidae;Palliduphantes;sp. 8;Palliduphantes sp. 8;;45 279 338;1 549 413;;;452 793 381 549 413;2;;;
4944;Kruni?eva špilja;Croatia;4.3.2017.;2017-03-04;2f, 3juv;5;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;45 057 151;15 680 843;tf;deep cave;4 505 715 115 680 840;1;;;
4946;Jama kod Rušice;Croatia;23.6.2009.;2009-06-23;1m;1;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;45 108 628;14 908 135;tf;deep cave;4 510 862 814 908 130;1;;;
4948;Vukovi?a špilja;Croatia;5.5.2002.;2002-05-05;1m;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;45 121 909;15 659 938;Tf;deep cave;4 512 190 915 659 930;2;;;
4949;Plantaža;Croatia;22.6.2007.;2007-06-22;1m, 4f, 6juv;11;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;;45 227 501;15 325 084;tb;deep cave;4 522 750 115 325 080;2;;;
4950;Kunina jama;Croatia;1.5.1999.;1999-05-01;1m;1;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;4 504 668;156 877;tf;deep cave;4 504 668 156 877;2;;;
4952;Kukuruzovi?eva špilja;Croatia;10.1.2010.;2010-01-10;2f;2;Linyphiidae;Troglohyphantes;excavatus;Troglohyphantes excavatus;;44 914 821;15 702 486;tf;deep cave;4 491 482 115 702 480;3;;;10,8
4954;Ponor Sušik;Croatia;9.6.2007.;2007-06-09;1f, 1juvm, 1juv;3;Linyphiidae;Porrhomma;sp. 1;Porrhomma sp. 1;470;45 145 514;15 538 934;;;4 514 551 415 538 930;4;;;9,6
4956;Vodena špilja;Croatia;19.5.2002.;2002-05-19;1f;1;Linyphiidae;Palliduphantes;sp. 9;Palliduphantes sp. 9;;45 354 577;15 472 853;;;4 535 457 715 472 850;2;;;
4958;Kuter?eva špilja;Croatia;25.5.2008.;2008-05-25;1f;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;45 120 864;15 635 259;Tf;deep cave;4 512 086 415 635 250;3;;;
4963;Kuter?eva špilja;Croatia;25.5.2008.;2008-05-25;1f;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;45 120 864;15 635 259;Tf;deep cave;4 512 086 415 635 250;3;;;
4964;Jopi?eva špilja;Croatia;9.4.2012.;2012-04-09;1m, 2juvm, 1juv;4;Linyphiidae;Troglohyphantes;kordunlikanus;Troglohyphantes kordunlikanus;;45 301 113;15 592 877;tf;deep cave;4 530 111 315 592 870;5;;;9,2
4965;Vari?akova špilja;Croatia;31.7.2002.;2002-07-31;1f;1;Linyphiidae;Porrhomma;sp. 1;Porrhomma sp. 1;;45 008 251;15 736 981;;;4 500 825 115 736 980;5;;;
4966;Vlaška pe?;Croatia;9.4.2012.;2012-04-09;2f, 1juv;3;Linyphiidae;Palliduphantes;istrianus;Palliduphantes istrianus;;45 062 896;14 867 622;Tf;deep cave;4 506 289 614 867 620;1;;;
4967;Jazbina;Croatia;25.6.2007.;2007-06-25;1f;1;Linyphiidae;Troglohyphantes;croaticus;Troglohyphantes croaticus;;45 313 743;15 386 569;tb;deep cave;4 531 374 315 386 560;1;;;
4970;Baji?a 3 špilja;Croatia;26.2.2009.;2009-02-26;1f;1;Linyphiidae;Porrhomma;egeria;Porrhomma egeria;180;45 251 779;15 849 009;;deep cave;4 525 177 915 849 000;2;;;
4973;Jopi?eva špilja;Croatia;12.11.2015.;2015-11-12;1f;1;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;45 301 113;15 592 877;Tf;deep cave;4 530 111 315 592 870;5;;;9,2
4974;Jopi?eva špilja;Croatia;12.11.2015.;2015-11-12;1f;1;Linyphiidae;Gen.;sp. X;Gen. sp. X;;45 301 113;15 592 877;;;4 530 111 315 592 870;5;;;9,2
4975;Jezero Ciginovac;Croatia;28.4.2007.;2007-04-28;1f;1;Linyphiidae;Gen.;sp. X;Gen. sp. X;;44 872 467;15 594 941;;Shallow subterranean habitat;4 487 246 715 594 940;1;;;
4977;Makluta?a;Croatia;5.11.2016.;2016-11-05;5f, 1m, 2juv;8;Linyphiidae;Troglohyphantes;strandi;Troglohyphantes strandi;400;43 569 268;16 620 515;tb;deep cave;4 356 926 816 620 510;6;;;4,8
4977;Makluta?a;Croatia;5.11.2016.;2016-11-05;5f, 1m, 2juv;8;Linyphiidae;Troglohyphantes;strandi;Troglohyphantes strandi;400;43 569 268;16 620 515;tb;deep cave;4 356 926 816 620 510;6;;;7,7
4978;Makluta?a;Croatia;5.11.2016.;2016-11-05;1m;1;Pholcidae;Stygopholcus;absoloni;Stygopholcus absoloni;400;43 569 268;16 620 515;;deep cave;4 356 926 816 620 510;6;;;4,8
4978;Makluta?a;Croatia;5.11.2016.;2016-11-05;1m;1;Pholcidae;Stygopholcus;absoloni;Stygopholcus absoloni;400;43 569 268;16 620 515;;deep cave;4 356 926 816 620 510;6;;;7,7
4979;Makluta?a;Croatia;5.11.2016.;2016-11-05;1f;1;Tetragnathidae;Metellina;merianae;Metellina merianae;400;43 569 268;16 620 515;Tf;deep cave;4 356 926 816 620 510;6;;;4,8
4979;Makluta?a;Croatia;5.11.2016.;2016-11-05;1f;1;Tetragnathidae;Metellina;merianae;Metellina merianae;400;43 569 268;16 620 515;Tf;deep cave;4 356 926 816 620 510;6;;;7,7
4980;Makluta?a;Croatia;5.11.2016.;2016-11-05;1f;1;Linyphiidae;Troglohyphantes;giromettai;Troglohyphantes giromettai;400;43 569 268;16 620 515;tf;deep cave;4 356 926 816 620 510;6;;;4,8
4980;Makluta?a;Croatia;5.11.2016.;2016-11-05;1f;1;Linyphiidae;Troglohyphantes;giromettai;Troglohyphantes giromettai;400;43 569 268;16 620 515;tf;deep cave;4 356 926 816 620 510;6;;;7,7
4981;Makluta?a;Croatia;5.11.2016.;2016-11-05;1m, 1f;2;Linyphiidae;Troglohyphantes;strandi;Troglohyphantes strandi;400;43 569 268;16 620 515;tb;deep cave;4 356 926 816 620 510;6;;;4,8
4981;Makluta?a;Croatia;5.11.2016.;2016-11-05;1m, 1f;2;Linyphiidae;Troglohyphantes;strandi;Troglohyphantes strandi;400;43 569 268;16 620 515;tb;deep cave;4 356 926 816 620 510;6;;;7,7
4984;Gospodska špilja;Croatia;8.8.2012.;2012-08-08;2f, 1juvm;3;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;43 982 279;16 432 905;tf;deep cave;4 398 227 916 432 900;1;;;10,45
4985;Špilja kod Dobre vode;Croatia;13.10.2006.;2006-10-13;1f;1;Linyphiidae;Saaristoa;firma;Saaristoa firma;;46 269 643;16 002 576;;deep cave;4 626 964 316 002 570;4;;;
4986;Strašna pe?;Croatia;29.7.2011.;2011-07-29;1f;1;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;44 004 765;15 038 541;tf;deep cave;4 400 476 515 038 540;2;;;
4987;Gospodska špilja;Croatia;7.8.2010.;2010-08-07;1f;1;Nesticidae;Kryptonesticus;eremita;Kryptonesticus eremita;;43 982 279;16 432 905;tf;deep cave;4 398 227 916 432 900;1;;;10,45
4988;Cinkalica 1;Croatia;15.10.2006.;2006-10-15;1f, 1juv;2;Linyphiidae;Centromerus;cavernarum;Centromerus cavernarum;;46 288 913;16 039 777;Tf;deep cave;4 628 891 316 039 770;2;;;
4989;Špilja kod Dobre vode;Croatia;16.5.2006.;2006-05-16;2f;2;Linyphiidae;Diplocephalus;cristatus;Diplocephalus cristatus;;46 269 643;16 002 576;;;4 626 964 316 002 570;4;;;
4991;Jujnovi?a špilja;Croatia;14.5.2016.;2016-05-14;2juv;2;Pholcidae;Pholcus;sp.;Pholcus sp.;405;43 266 579;1 719 798;;;432 665 791 719 798;6;;;10,35
4991;Jujnovi?a špilja;Croatia;14.5.2016.;2016-05-14;2juv;2;Pholcidae;Pholcus;sp.;Pholcus sp.;405;43 266 579;1 719 798;;;432 665 791 719 798;6;;13,8;11,35
4992;Jujnovi?a špilja;Croatia;14.5.2016.;2016-05-14;1juv;1;Pholcidae;Pholcus;sp.;Pholcus sp.;405;43 266 579;1 719 798;;;432 665 791 719 798;6;;;10,35
4992;Jujnovi?a špilja;Croatia;14.5.2016.;2016-05-14;1juv;1;Pholcidae;Pholcus;sp.;Pholcus sp.;405;43 266 579;1 719 798;;;432 665 791 719 798;6;;13,8;11,35
4993;Makluta?a;Croatia;4.1.2016.;2016-01-04;7f;7;Linyphiidae;Troglohyphantes;giromettai;Troglohyphantes giromettai;400;43 569 268;16 620 515;tf;deep cave;4 356 926 816 620 510;6;;;4,8
4993;Makluta?a;Croatia;4.1.2016.;2016-01-04;7f;7;Linyphiidae;Troglohyphantes;giromettai;Troglohyphantes giromettai;400;43 569 268;16 620 515;tf;deep cave;4 356 926 816 620 510;6;;;7,7
4994;Makluta?a;Croatia;4.1.2016.;2016-01-04;2f;2;Linyphiidae;Troglohyphantes;strandi;Troglohyphantes strandi;400;43 569 268;16 620 515;tb;deep cave;4 356 926 816 620 510;6;;;4,8
4994;Makluta?a;Croatia;4.1.2016.;2016-01-04;2f;2;Linyphiidae;Troglohyphantes;strandi;Troglohyphantes strandi;400;43 569 268;16 620 515;tb;deep cave;4 356 926 816 620 510;6;;;7,7
4996;Makluta?a;Croatia;4.1.2016.;2016-01-04;2f;2;Linyphiidae;Palliduphantes;spelaeorum;Palliduphantes spelaeorum;400;43 569 268;16 620 515;Tf;deep cave;4 356 926 816 620 510;6;;;4,8
